TICKER_SYMBOL,ACT_PUBTIME,PUBLISH_DATE,END_DATE_REP,END_DATE,CASH_C_EQUIV,NOTES_RECEIV,AR,PREPAYMENT,OTH_RECEIV,INVENTORIES,OTH_CA,T_CA,AVAIL_FOR_SALE_FA,LT_EQUITY_INVEST,FIXED_ASSETS,CIP,INTAN_ASSETS,LT_AMOR_EXP,DEFER_TAX_ASSETS,OTH_NCA,T_NCA,T_ASSETS,ST_BORR,NOTES_PAYABLE,AP,ADVANCE_RECEIPTS,PAYROLL_PAYABLE,TAXES_PAYABLE,INT_PAYABLE,OTH_PAYABLE,NCL_WITHIN_1Y,T_CL,LT_BORR,DEFER_REVENUE,DEFER_TAX_LIAB,T_NCL,T_LIAB,PAID_IN_CAPITAL,CAPITAL_RESER,SURPLUS_RESER,RETAINED_EARNINGS,T_EQUITY_ATTR_P,MINORITY_INT,T_SH_EQUITY,T_LIAB_EQUITY,C_PAID_OTH_FINAN_A,N_CF_FR_INVEST_A,C_FR_BORR,N_CF_OPERATE_A,C_FR_CAP_CONTR,C_PAID_INVEST,C_FR_OTH_FINAN_A,C_INF_FR_INVEST_A,C_PAID_G_S,C_PAID_FOR_OTH_OP_A,PROC_SELL_INVEST,C_FR_SALE_G_S,REFUND_OF_TAX,C_INF_FR_OPERATE_A,GAIN_INVEST,N_CHANGE_IN_CASH,FOREX_EFFECTS,C_PAID_FOR_TAXES,C_PAID_DIV_PROF_INT,C_FR_OTH_INVEST_A,C_OUTF_OPERATE_A,C_FR_OTH_OPERATE_A,C_OUTF_FR_INVEST_A,C_PAID_FOR_DEBTS,DISP_FIX_ASSETS_OTH,N_CF_FR_FINAN_A,N_CE_BEG_BAL,N_CE_END_BAL,PUR_FIX_ASSETS_OTH,C_INF_FR_FINAN_A,C_PAID_TO_FOR_EMPL,C_OUTF_FR_FINAN_A,ADMIN_EXP,A_J_INVEST_INCOME,REVENUE,T_REVENUE,T_PROFIT,NCA_DISPLOSS,OPERATE_PROFIT,ASSETS_IMPAIR_LOSS,COMPR_INC_ATTR_P,T_COMPR_INCOME,N_INCOME_ATTR_P,INVEST_INCOME,FINAN_EXP,SELL_EXP,COGS,N_INCOME,BIZ_TAX_SURCHG,NOPERATE_EXP,COMPR_INC_ATTR_M_S,INCOME_TAX,NOPERATE_INCOME,MINORITY_GAIN,T_COGS,FLAG
4534828,2,2,2,1,4126230229,3071754007,1700863954,221604502.5,684631185.5,253624629.3,27713173.07,10104056521,143614970.4,2148735977,5772693221,2436862773,5554004065,649729.5,846243442.1,186430669,17031283774,27135340295,517000000,90000000,4833815957,531774408.1,968478706,707013088.2,18830000.01,1516908428,1815225588,10999046175,912080000,67917390.8,302227293.5,2068297744,13067343919,2405000000,36744964.88,1476255307,6857989950,12847558458,1220437919,14067996377,27135340295,1853356491,-3565354594,1916330272,2576783581,2861591296,76007953.62,3586569030,7017933.63,63964744124,478043789.7,296098157.1,75469420642,2758105.88,75554121888,4000000,-1547312264,17135127.04,4087975457,985882040.2,984374852,72977338306,81943140.29,3572372528,1506324610,3017933.63,-575876378.2,5680146170,4132833906,3226315315,1916330272,4446574935,2492206650,1803166064,93109347.86,26169215695,26169215695,1444639019,1770278.15,1449931473,378471314.9,937071917.1,717763587.9,935150653.5,94707292.45,139171504.6,280809628,21895571205,715842324.2,316801796.8,39348267.61,-219308329.2,728796694.9,34055813.57,-219308329.2,24813991514,0
4548256,3,3,2,1,626099845.8,200000,127006104,58653128.26,96465931.61,82288785.56,189149940.6,1204256792,32000000,126771726.7,289215908.2,20615979.35,2369290820,640742.91,6125278.52,645000000,5043660918,6247917710,146000000,27023000.02,319863108,97709580.68,17547313.87,31707318.05,20878543.43,56886863.39,85844720.18,781928532.8,757062305.3,258996555,21688262.12,1949815925,2731744458,1280000000,1300410977,76098915.86,525285954.7,3181795848,334377403.9,3516173252,6247917710,6000000,-226729196.8,144340515.5,291311672.6,589400696.3,154000000,93476878.64,387959193.9,154120766.7,42169204.07,245665963.6,578211415.1,18652034.39,619260640.2,48352011.08,-2889517.57,684547.256,37318454.53,97571262.27,44401554.97,327948967.6,22397190.69,614688390.7,108241246.7,90540,-67471993.42,283403576.9,280514059.3,455688390.7,144340515.5,94340542.24,211812509,61969880.86,6257642.262,494854883.3,494854883.3,88169574.48,1212918.558,88329888.88,7329390.456,89205880.94,95167130.64,89205880.94,95636151.62,78197063.26,31205071.49,353404496.3,95167130.64,8589705.56,12432200.81,5961249.7,-6997556.16,12271886.41,5961249.7,502161146,0
4570827,3,3,2,1,91719937.63,6043242.934,16602133.9,1139277.24,2806759.06,13367770.2,5649039.962,125635878,52394000,42489501.75,2481400298,197111030.1,2596711.63,164869.97,1307513.47,32508877.67,2738745634,2864381512,141811034.4,21468854.13,38636369.24,4054767.42,19820315.75,-8558865.29,417258.098,17860951.9,25000000,96813539.02,150000000,27733915.6,9957071.132,177733915.6,274547454.6,481400000,1062712372,144973747.9,899896243,2588982362,851694.72,2589834057,2864381512,31089601.33,-250965887.8,212303400.2,348764006.6,66715.81,9600000,16000000,30500,705738828.4,26685882.91,135638042.1,1217658262,1446356.494,1298363019,21561595.48,5730019.43,-1623.87,106946760.8,93133191.25,9664720.19,949599012.2,80704757.17,250996387.8,15000000,30500,-92066475.44,84589918.2,90319937.63,241396387.8,16066715.81,110227540.1,108133191.3,40726085.2,75337.93,1165682709,1165682709,311798821.6,4067180.888,232233328.4,55334.32,233536107.5,233387802.3,233536107.5,75337.93,10527288.19,14700143.81,843061814.3,233387802.3,24454053.16,363.32,-148305.28,78411019.31,79565856.47,-148305.28,933524719,0
4578053,3,3,2,1,192174787.5,15931451,108617679,10213302.36,5926910.03,185837122.6,49661573.92,568362826.4,10550000,53553672.24,659521542.3,14589250.99,33016879.68,14654879.98,4164286.03,15824658.59,737957701.8,1306320528,310000000,47000000,71039904.59,10863777.05,6633717.57,7555622.28,580766.71,1131057.13,19934100.63,456249012,52673263.5,15885833.33,9648376.406,15885833.33,472134845.3,191409229,461348124.5,13222677.81,142738729.8,808718761.1,25466921.76,834185682.9,1306320528,8000842.738,-211971807.6,420977520,87666111.45,12827790.73,47620000,20626442.95,22171279.05,499653317,40567443.39,2737495,752113381.2,9591653.85,773570410.1,177937.18,-142447883.9,-2667259.68,32573716.39,50474928.12,17330000,685904298.7,11865375.1,234143086.6,385977520,1925846.87,-15474928.12,313221508.7,170773624.7,223239052.3,420977520,113109821.9,436452448.1,47181736.28,2232277.642,660601761.1,660601761.1,52085509.88,2067031.71,46028650.86,3831909.57,37836354.03,40242786.04,37836354.03,177937.18,18040450.46,24202734.09,518506282.1,40242786.04,2987934.91,2638396.38,2406432.01,11842723.84,8695255.4,2406432.01,614751047.4,0
4579918,4,4,1,1,3631896828,130845840.6,116860589.7,368640287.2,19184096.21,1629532058,103470041.8,5869583901,468304000,2183305904,16699537041,1836011482,7964425912,248759868.2,54442173.3,711313922.4,29538881641,35408465543,2700000000,357523978.4,2267722800,1012166304,80021958.03,-65922575,190572798,596309452.8,1609074777,8389945516,14870386302,40521616.1,202013315.8,19970795987,28360741503,2247371832,1755714491,1009075834,1988658217,7031042012,16682027.41,7047724040,35408465543,14588453.45,-2625201075,7135570000,2178575898,846481661,548833838,1293033192,542440839.7,1109652073,451823946.3,1640032997,3921523441,7503623.432,4476975751,119767311.1,1597612324,5547325.756,371572545.7,1541206086,98472911.3,2298399853,555452309.9,3167641915,6528787959,324200617.3,2044237501,2032812325,3630424648,2616724963,10128820000,365351288.3,8084582499,178531763.2,334629115.8,3050880565,3050880565,469144805.9,924427.6,381852312.3,4695480.13,398687215.5,400975440.9,394594967.5,343025202,1297123466,36874284.14,1359919133,396883192.9,134909327.6,5613251.79,2288225.33,72261613.08,92905745.44,2288225.33,3012053454,0
4580203,2,2,2,1,73090414.94,19636425.93,164265889.8,11567496.61,16747245.98,105233941.6,1974194.25,376878873.2,3355000,84549481.14,274101807,8350911.93,39525190.64,1779602.61,2414930.42,8175867.53,482045955.9,858924829.1,54835505.66,44138359.09,84563522.95,8383613.67,31667987.88,10449947.28,347985.17,22836233.26,90000000,303327311.4,30009386.62,4510763.78,999922.5,999922.5,304327233.9,150280000,58994339.79,20311166.62,249763637.2,477319297.9,77278297.29,554597595.1,858924829.1,7118888.484,-53352682.75,121462975.4,124719237.2,37693595.6,177368400,14244188.45,4219791.17,579746304.7,73879638.62,224966027.3,939873987.5,60921971.59,1025255447,5254052.654,-25641066.5,-993110.11,48706919.45,34478182.11,101793780.3,900536210,24459488.13,57572473.92,182999304.2,4219791.17,-96014510.86,95369464.54,69728398.04,57572473.92,121462975.4,198203347.2,217477486.3,82123162.98,1019430.37,935770583.7,935770583.7,63550161.44,3475421.6,52260572.23,5257666.93,34962261.31,54851209.56,35170553.91,1019430.37,14705599.95,31642771.65,750512882.7,55059502.16,4287047.62,4896426.26,19888948.25,8490659.28,16186015.47,19888948.25,888529131.8,0
4624748,3,3,2,1,2339261246,350368611.2,989878164.5,478433214.1,89371210.51,586114847.9,474066304.4,4849099494,184301384.6,9576095.64,16731842906,355057639.1,1093941408,4700901.53,22674888.98,34546888.65,18699315427,23548414921,3859025970,183244825.5,1942531417,434802900.8,89570634.49,157529172.2,39350750.18,559918774,1353000000,8485803987,7963806212,507317428,117242505.1,11482998364,19968802350,1966675153,1500691927,279158780.1,-780034744.4,2976095320,603517251.1,3579612571,23548414921,367438032.3,-1179493508,8072165926,2301920870,497833093.5,377244860,661495984.2,218619136.8,7815584223,126325456.9,179669046.8,12483845536,9486165.6,12633704682,34974200.02,65849964.68,31900820.5,1132973828,990593421.5,24605246.13,10331783812,140372980.2,1398112645,10438149902,3975890,-1056577397,2273411281,2339261246,1337202645,10372165926,1256900304,11428743323,115105534.6,2547764.58,10237921991,10237921991,100929278.7,771091.93,25924757.4,19002630.08,14251366.18,50960853.04,14251366.18,90917358.81,955500525.6,54980141.27,9070050807,50960853.04,88274954.54,1916075.54,36709486.86,49968425.67,76920596.85,36709486.86,10302914593,0
4630580,3,3,2,1,269572772.4,1271600,1077578808,10397176.42,14530592.44,164022438.5,96966427.74,1537373388,1151730.824,12513383.96,91289041.16,21484130.79,33044802.13,40311283.33,17676033.3,50335341.79,235045143.8,1772418532,325000000,62476290.22,431191564.3,1866006,6425513.3,56109305.04,537666.67,1710459.11,3000000,825840514.4,101911364.9,10583017.96,7778113.792,10583017.96,836423532.4,205465500,350787971.8,74643518.76,267970202.9,898867193.5,37127806.02,935994999.5,1772418532,4700000,-89693088.89,326000000,-193026520.7,34300000,138886258.8,48015945.53,72319449.16,411003100.7,43019246.69,120144000,309497930.6,3299766.172,318247502.3,1312747.556,-104655490,296037.408,16044546.45,34535880.42,29816899.5,511274023,8749571.68,89693088.89,143000000,126380.292,178064119.6,374228262.4,269572772.4,86622588.89,360300000,41207129.17,182235880.4,61223700.72,614621.876,747057860.9,747057860.9,120375655.7,138953.12,114560608.7,54159644.61,104096474.4,103911676.2,104096474.4,1517180.914,10186413.16,11129040.78,470710638.2,103911676.2,25087814.73,1288126.82,-184798.21,16463979.51,7103173.8,-184798.21,632497252.2,0
4647549,2,2,1,1,4979181758,6074902890,3209004458,5535177205,36745735.52,641895056.8,3593323.83,20481292472,955091753.4,156414755.5,2592185467,240335094.6,839482996.1,10109488.56,57156029.89,166277003,4189693130,24670985602,4962000010,10971451718,1275096901,477783502,58822578.61,30650668.06,72549949.17,38073354.47,259231213.3,18145659895,3435492121,136667941.7,176857045.7,1646341514,19792001409,2435295988,1621481202,106109978.9,637376512.7,4804941666,74042527.35,4878984194,24670985602,72331036.9,-560533644.7,7269050024,712761394.4,6000000,108819509.7,49686970.28,127741241.9,38256404828,127652810.5,285772780.2,39932072659,4278367.6,39947022009,82103222.38,848944096.9,1829241.814,377116546.5,681426939.6,127277427.3,39234260615,10670982.36,688274886.6,7324575701,463814.57,696716347.2,4130237661,4979181758,579455376.9,8775050024,473086429.8,8078333677,241951855.4,-1100039.67,35099092618,35099092618,149736151.4,1569399.64,125455661,56020328.6,48651384.77,47982323.26,48651384.77,163995.34,306538017.3,119705800.1,34191673094,47982323.26,57911857.4,2753226.44,-669061.51,101753828.1,27033716.84,-669061.51,34973800952,0
4651738,2,2,2,1,92403040.74,72597767.66,863169925,167021673.7,228117059,404770351.6,2000213.16,1830081351,563767950,265250620.5,7448297991,418370982.3,430001152.9,509634.7,900464.97,3156721.6,9332865610,11162946961,3437780000,270370817.8,644013045.1,19037299.88,15805569.82,178311378.2,49082560.78,274638012,140577792.5,5384797319,2782048000,15456688.82,67297686.79,3564769502,8949566821,554142040,1609647943,43289650.51,-540312007.8,1667482624,545897515.8,2213380140,11162946961,1400000,-168233258,4279280000,2004448952,569532912.4,96167184.74,872226222.8,166220279,5988638954,164049470.2,53907131.08,9071309632,4444960.214,9383313826,60343402.7,-126250672,-128021.64,741084531.5,457611944.7,8260000,7378864874,312004194.3,334453537,5782606400,97616876.26,-1962338345,199447302.8,73196630.77,334453537,4279280000,485091917.9,6241618345,80359523.67,-1480163.5,7575227804,7575227804,445605915.4,483200469.8,917304854.3,66911320.43,292585161.9,358560835,292591340.7,41448583.96,465870290.9,3552485.17,6002512079,358567013.8,80165834.6,486139133.4,65975673.09,87038901.64,14440194.55,65975673.09,6699371534,0
4656098,2,2,1,1,10233427029,1513375146,5872979907,121573820,284206294,1051526601,2363446223,21590737854,529777060.4,710465275,44508952930,6275990295,394331673,717400487,7254410,949386810,57671544561,79262282415,5400316681,456582711,6228469249,120902318,1210005287,525392266,153795437,343886992,3803581550,12544008611,19489968431,1265669095,1128732686,29458471257,42002479868,4495320000,8059507481,2508655960,23007279491,37238661648,21140899,37259802547,79262282415,243576911.9,-4785327635,6124291565,8463186525,0,2296983799,173721065.9,13705532886,10607233816,1046740588,13216885000,26004014670,47844319,26113843712,219822164,-214095457,-198526271,2219866297,2057395092,146752015,17650657187,1724376742,18490860521,1636032984,75032230,-3693428076,9814892524,9600797067,8456285193,0,3776816486,3693428076,616211745,297221136,27957934826,27957934826,7519605625,28668006,7395716985,16222847,6438301101,6448438024,6715967063,392115832,520175286,19651571,19187948990,6726434167,594123234,47995862,10136923,793171458,171884502,10467104,20954333673,0
4660810,3,3,2,1,501235834.6,20155926.63,9942303.94,32506643.67,3591661,17875267.01,71577701.42,566748729.4,24009134.29,38994565.85,842740084.3,57274356.53,99546700.7,4374231.38,2707948.03,35226023.01,1209180841,1775929570,153665153,15584818.2,25917506.09,2357557.49,32149915.46,27375984.91,7053000,72709445.7,55000000,222563409.7,77000000,1500000,9518763.734,417140000,639703409.7,212946332,224681087.2,80865542.7,481817658.4,1000310620,135915540.1,1136226160,1775929570,2840000,-225842766.8,103000000,286379913.6,105410166.1,39424842.78,23896829.62,8674363.47,77635647.81,169131370,38654707.19,708131594.3,13552703.72,781501635.3,7133103.47,-95329796.16,-1609281.148,137141202.1,104666943,1500000,495121721.6,73370040.97,234517130.3,241000000,41260,-155866943,596565630.8,501235834.6,233480177,192640000,111213501.7,348506943,120349614.3,6342998.83,667173449.8,667173449.8,235971058.5,497342.24,242117505.1,410542.55,147804954,197209216.4,147804954,6342998.83,29211388.18,90574993.88,159484718.2,197209216.4,31367686.38,7228204.35,49404262.38,38761842.13,1081757.7,49404262.38,431398943.5,0
4661769,3,3,2,1,4491737212,780847129,519354631,921089268,1791576506,8200028550,751212263,17931787510,698616484,4679157936,19353330551,9986200612,8498320317,1093707245,795179740,3063189230,48966601610,66898389120,2774147375,281648206,4593524531,577062261,321424528,1014800781,73330703.42,2267104690,1377984690,19959966260,6997843844,549332668,443536908,13852970940,33812937200,2170015765,7502349142,1319401104,16978322418,27612257755,5473194165,33085451920,66898389120,359197586,-8479729564,4565318402,8842463564,130714613,1423893403,836570035,1633017061,37320035917,1432277392,1045323031,53396720868,34905163.73,53885494748,175219855,-2293806954,-61621090,4234484779,3686986618,288046283,45043031184,488773880,10112746625,7008490031,102049752,-2594919864,6314739975,4020933021,8620922740,14877572846,2056233096,17472492710,2165817191,117156560,49771511898,49771511898,3834701570,126942650,4021655239,792141366,2052125431,2769811533,2125353823,13767646,733059904,525665748,40846480113,2861269072,719196040,410440020,717686102,973432498,223486351,735915249,45782360362,0
4666939,3,3,2,1,171424505.7,9350000,291414884.5,23582443.1,50409060.08,362135315,31257097.97,943734535.7,5859456,17954278.03,470751615.8,21684216.61,89031214.91,7521509.74,13609280.21,47033822.65,602597837.3,1546332373,504358878.1,24769918.24,183395473.9,8830761.93,12007156.35,2043633.55,2421595.71,10251990.36,42698786.64,749472961,14620000,19192488.2,411994,34224482.2,783697443.2,276480000,317464195,25533224.22,102460908.8,721938328,40696601.8,762634929.8,1546332373,53724938.43,-72850208.75,1040424577,103952486.5,3333333,28266000,10000000,11972086.11,1212544818,90783308.36,3800.97,1482804001,59182095.39,1583762976,8027236.58,22387974.3,-3155271.68,25075743.98,27939571.21,3696000,1479810490,41776879.66,84822294.86,977652432.2,245048.56,-5559031.72,90854572.25,113242546.6,74879595.48,1053757910,151406619.6,1059316942,127148322.8,-2351153.614,1455876794,1455876794,15820598.13,123491.27,934217.53,-672670.59,8931403.34,11101589.1,8931403.34,4404537.2,39538391.89,49100977.44,1243991850,11101589.1,1904081.28,1900057.86,2170185.76,4719009.03,16786438.46,2170185.76,1461010953,0
4669213,3,3,2,1,643032622.9,2547922077,669993311.6,57763283.09,42827227.86,135416128.5,8860581.14,4096954651,190250000,707534828.3,2910286891,1744616366,1064416283,9564495.2,270735679.7,29579215.93,6899494559,10996449210,419000000,298378343.4,1070255272,170415195.4,252230909,161039429.4,6565379.57,468211532.4,96157000,2935687682,157000000,9139704.79,323134722.7,1417781880,4353469562,1655051861,2339410687,639021805.5,1375261019,6408424708,234554940.3,6642979649,10996449210,6385392.974,-529269477.2,479000000,948892216.3,121350760,56707792.4,23228000,188321094.7,917780282.6,233381916.5,180000000,5451456210,3070785.9,5546923864,8288009.7,14874043.42,34830649.6,1260395956,770976695.7,206157397.7,4598031647,92396868.03,717590571.9,136000000,33085,-404748695.7,628158579.5,643032622.9,660882779.5,502228000,2186473492,906976695.7,880642984.4,-104429914.1,5504653582,5504653582,597644833.1,4314238.11,585636538.5,9588825.71,622028851.6,622011932,472498701.6,-98293675.32,53013478.56,74194087.03,3523272861,472481782,280011132.1,10449317.4,-16919.61,125163051.1,22457612,-16919.61,4820723369,0
4676345,3,3,2,1,383546709.7,19572844,90256715.49,64770606.34,33302954,456589965.6,49411510.77,1097474639,8530636.96,173951608.3,1652611909,707698581.2,37121697.36,44004839.01,19895000.48,43174872.61,2699776794,3797251434,100000000,205800000,360635533.8,568970395.4,20908339.59,13548890.73,11301247.87,56080060.09,110341641.8,1325943220,500000000,42786285.72,7275131.086,542786285.7,1868729505,529619808,563311788,139982695.9,660193190.4,1893107482,35414446.1,1928521928,3797251434,200000,-351199581,600000000,-17078841,495174850,307263198.9,133904223.6,32584538,1071927655,92715889.91,29060140.46,1317262690,27252123.4,1415808625,71771291.81,235869546.3,322991.672,44860782.84,20826881.69,31520000,1432887466,98545935.71,383784119,470000000,1064538,604147968.3,147677163.3,383546709.7,383784119,1095174850,223383138.4,491026881.7,118059463.5,14318312.68,1749371528,1749371528,44934299.59,866991.16,-16545980.09,-12747807.65,38198058.43,36037265.75,38198058.43,14318312.68,19907709.34,217434144,1422005559,36037265.75,15576752.73,1298307.75,-2160792.68,8897033.84,62778587.43,-2160792.68,1780235821,0
4687909,3,3,2,1,2865987432,2914646432,2669996921,726046521.4,847603639.7,2555037422,141358262.3,12727791602,150014500,1425536689,20713885521,4657496440,2845533010,9347751.84,649058092,1347011932,33434376089,46162167690,1959600000,814897503.6,6809788967,530437172.7,871300738.6,495910984.4,37842299.52,2783347686,4594083472,18897208823,8328541818,73453714.99,163296299.8,8448187444,27345396266,3151200000,932116688.1,1704313073,9066759123,16020724005,2796047419,18816771424,46162167690,915996347.4,-1892665022,2423500000,2487998295,14058980,285000000,1000000,45720297.03,11206243785,1942244937,45117.14,24121164533,3870703.33,24273553706,10323717.6,-2231140811,3557145.928,3773174250,996671625.3,28040723.33,21785555411,148518469.8,1938385319,4268361438,7310738.96,-2826474083,5015885887,2784745076,1653385319,2438558980,4863892439,5265033063,2754742785,106609914.1,29500131502,29500131502,1681641842,43269.18,1622107534,10499685.62,1056162798,1273758623,1056162798,116978748.8,961155591.4,2660517797,21232542379,1273758623,375544477.7,25113124.82,217595825.1,407883218.9,84647432.92,217595825.1,27995002716,0
4701536,3,3,2,1,7220369.7,2843825.364,4888406.188,1783973.16,142237336.6,56366081.01,4892239.84,212500000.3,400000,33755314.86,20838753.17,2495565.9,2974279.6,19976646,3489861.59,3490945,87421366.12,299921366.5,22294262,16784396.8,25832482.24,6769391.91,2648735.31,-1139329.06,22260427.04,156741259.1,34000000,269564540.9,25940000,7622800,6254024.428,5035773.6,274600314.5,224226822,237087924.9,22333777.24,-433205943.3,25321051.94,6489998.03,25321051.94,299921366.5,35097734.92,-12115919.93,55848000,20493286.76,7316200,7600000,90364038.17,4277345.256,3016524.42,11804034.2,30661031.68,12280174.47,3353514.274,39356748.39,2876881.15,4840846.42,-340628.508,768789.03,2536520.41,35464429.74,18863461.63,27076573.92,12115919.93,1000000,3223115.83,-3536520.41,2379523.28,7220369.7,4515919.93,71117038.17,3274113.98,3536520.41,5182776.96,5790.45,12146411.86,12146411.86,2192252.09,3531820.476,569012.99,-2073134.21,-1027184.92,-1027184.92,2065185.88,5790.45,5104215.82,639553.348,3026814.93,2065185.88,342515.82,10.5,708960.814,127066.21,1623249.6,708960.814,11583189.32,0
4713752,2,2,2,1,145311177.3,150000,92238445.72,3118938.14,901374.25,800591103.9,8903931.29,1051214971,91645694.86,242012258.8,1338041134,33848432.99,49993348.24,38111438.46,9226894.508,33591794.57,1464168164,2515383134,765000000,107398447.8,54242556.97,9103892.37,2911218.46,-2844411.04,3230266.98,79412876.11,130235244.4,911546528.5,126000000,56459935.79,2881453.772,210644947,1122191475,243850000,683347240.7,54811973.86,380362840.9,1362439311,30752347.43,1393191659,2515383134,184465916.1,-120249999.5,1431450088,35177751.8,187277321.5,5000000,52633900,261462.61,449790633.4,36144980.52,36854755.94,612232999.6,1471976.87,628211899.2,104384.08,-44755857.24,-411311.5,10055105.83,54906198.03,48502731.78,593034147.4,14506922.72,120511462.1,1388450088,157078.53,40727701.97,190067034.5,145311177.3,115511462.1,1484083988,97043427.61,1443356286,34034841.69,-10570334.62,615510337.7,615510337.7,59840063.23,280237.93,45227530.24,8839129.47,56965202.82,58794800.41,57006323.6,104384.08,55040147.97,13431287.75,458002342.7,58835921.19,1039441.95,313301.93,1829597.59,1004142.04,14925834.92,1829597.59,570387191.5,0
4727328,3,3,2,1,94430274.9,21705500.44,45854215.1,15491469.35,20290326.16,382559883.8,16327796.36,558626169.3,14092423.34,48640121.77,494448383,13242598.63,57245551.6,1846271.97,80571.9,16335855.73,721502403.8,1280128573,403060000,15600000,64694190.07,7267924.74,2432439.31,-14430974.99,576677.498,21871009.46,12479103.13,519369747.6,28500000,26449850.39,151472.66,74088003.63,593457751.2,117000000,326985606.2,12784280.11,156010400.4,612780286.7,73890535.17,686670821.9,1280128573,53473276.67,-79168968.77,443060000,-33834476.52,2000000,10000000,26144891.85,1045461.54,488532320.9,34515167.33,45838575.71,509673143.3,10608103.4,538428371.4,617100.522,32546897.5,-7967.49,4140113.65,22230708.31,43587196.32,572262847.9,28755228.05,80214430.31,277270981.4,1045461.54,145558310.3,58823377.4,91370274.9,70214430.31,445060000,45075246.01,299501689.7,27352497.49,51186.85,451460275.4,451460275.4,30666447.34,1604272.15,1822536.36,2381859.26,27176996.02,29772192.48,27176996.02,51186.85,20496734.15,24131134.88,375117122.2,29772192.48,209577.88,1797068.73,2595196.46,894254.86,30640979.71,2595196.46,449688925.8,0
4734994,2,2,2,1,1118516191,21540191.29,19545292.09,86243239.83,3582184.25,15586114.86,37159025,1243473022,107577171.2,403601700.5,894366576.9,145478.51,41980618.26,4165516.23,14042093.17,55177221.67,1467554573,2711027596,578844471.4,59598229.3,205161234.6,689451253.5,267908.06,25340079.02,3902698.764,6394038.12,96751225.95,1840818125,141293584.8,237041161.9,3989003.022,446189963.4,1840818125,211000000,247018554.6,4797111.8,405500884.4,868316550.8,1892919.61,870209470.4,2711027596,168997941.1,-112498384.7,763154064.7,546438132.1,236852723.4,204018601.2,58195779.2,342400,267227743.1,15692622.42,54703429.98,937731887.2,843403.38,955715117.2,2372135.628,400127990.7,-502459.55,81828170.37,33811756.72,38494885.93,409276985.1,17139826.64,112840784.7,527150329.3,342400,-33811756.72,718388200.7,1118516191,112840784.7,999286229.7,44528449.24,33811756.72,31352746.84,-1705976.484,582009591.9,582009591.9,184007073.6,5211764.8,170785055.4,1611557.07,138684594.3,138700122.8,138684594.3,-912124.97,-13280015.61,2101092.28,362801648.8,138700122.8,26637507.07,6493142.56,15528.57,45306950.79,19715160.76,15528.57,411224536.5,0
4741756,3,3,2,1,101544634.3,37144678.84,3703908.81,4391336.81,13180865.72,4377383.35,37777064.78,127198129,12772500,26673850.12,290986516.5,2031125.54,1736167.24,2123908.166,1430954.658,2868663.692,339686436.2,466884565.2,161000000,39076371.55,51252842.12,1589842.09,683106.1,1584268.79,676355.23,24806174.82,4000000,251834810.7,84000000,6300543.102,240661.646,84000000,335834810.7,234831569,88095774.04,29996301.81,-222283774.1,130639870.7,409883.73,131049754.5,466884565.2,13381740.81,-12473241.66,161000000,49789795.79,10706166.09,15000000,29877507.77,16516775,357301381.3,30074521.12,15000000,465862172.3,9335670.298,472343372.1,129375,15592691.33,-575129.426,16798320.39,15723862.8,1300000,422553576.3,6481199.75,28990016.66,167000000,87400,-21723862.8,85951942.93,101544634.3,13990016.66,161000000,18379353.5,182723862.8,59191455.21,2514042.8,406134119.7,406134119.7,17348182.25,863814,15420879.12,611660.44,17358997.39,17348182.25,17358997.39,2643417.8,14440582.74,7835481.15,305282009.5,17348182.25,5995469.37,1387136.41,-10815.14,9672692.144,3314439.54,-10815.14,393356658.4,0
4755501,3,3,2,1,279043579.8,16990531.27,117397569.3,174969688.5,20691617.93,34766856.78,86128524.12,627444828.6,60510141,47994297.97,469349045.3,7917150.27,2265106459,4802569.41,39806365.71,32614782.4,3291324647,3918769475,120000000,215630000,30822341.28,2567315.69,1949879.36,47200498.1,19081777.78,80791170.54,75717515.18,518114982.8,266533210.1,30641357.08,466881340,906881340,1424996323,453498922,1887683617,115646416.6,91502537.49,2432685077,61088075.74,2493773153,3918769475,11999576.51,-178671845.1,332700000,258048027.2,344831257.7,86688375.52,1178391.4,4606063.67,1834709872,36684801.56,92941497.32,2230834240,18170.87,2243228564,161866.06,187571065.4,76197.238,85673719.48,41683931.56,4444197.61,1985180536,12376152.35,183277908.8,371000000,5548335.54,108194883.3,39540514.41,227111579.8,96589533.28,532878391.4,28112143.69,424683508.1,106649486.6,1591862.07,2037571371,2037571371,115957602.3,3500,114875440.4,5191215.15,106106313.9,104755833.3,106106313.9,1745014.33,41801300.92,37843691.68,1761466639,104755833.3,9332303.66,2161508.02,-1350480.54,11201768.95,3243669.9,-1350480.54,1924440945,0
