Number,REVENUE,COGS,PREPAYMENT,OTH_PAYABLE,C_INF_FR_FINAN_A,SURPLUS_RESER,C_FR_OTH_INVEST_A,T_NCA,OTH_NCA,MINORITY_GAIN,END_DATE_REP,RETAINED_EARNINGS,SELL_EXP,PUBLISH_DATE,T_LIAB,T_COGS,T_PROFIT,T_COMPR_INCOME,OPERATE_PROFIT
4186778,51653280174,45468314028,59914315.66,679945419.9,8084872174,270383410,4532159398,2455284027,101266816.1,26642376.96,7,2894487817,1438851756,7,19100867376,50246969850,1030876088,971521370.5,1026966506
3559374,606147910.9,344804411,2737708.3,85035838.62,338380000,92164088.02,513530633.9,2623182856,97539699.51,-30193183.01,7,166666404.5,18278078.63,7,1273093623,621702280.4,42438797.8,24825400.75,41838077.98
4718480,2985847123,3160777258,779406169.2,632057791.3,14378408824,236211209.8,129054176.9,8451103337,1405084096,-1101290.55,7,-9041036691,816250837.3,7,14048866602,6274608587,-11781146136,-11191325135,-11648655745
4363380,7048447296,6189028222,268365914.1,1387494047,2311382880,196165027.2,269585921.6,13562390995,11229978.84,23479433.92,7,-4923536122,289843627.3,7,18709363832,9046906139,-7400695974,-7212426749,-7203894204
4569042,714586655.3,803276094.3,63655.08,266066008.6,942155793.3,11740132.89,600000000,559325.28,38220202,1246180.826,7,-7644295657,72749745.95,7,163674301.7,1654550931,-2732327551,-2724873169,-1106355773
1099034,2155889875,1982143300,5322083.61,36167162.61,374905981.9,55576659.79,34373338.91,442275467,18522685.57,8678709.692,7,106675882.8,20892258.67,7,162912483.2,2113658812,45315358.03,44727554.06,41495326.62
821595,5460245492,4080244318,184073560.8,98078107.04,709377413.3,118198448.2,630000000,2353457532,69666329,-7304821.14,7,2399481351,476660870.9,7,3361441158,5091964354,586188354.4,496557825.9,585328713.2
4248255,3183694790,1224036550,56324319.06,162016876.7,900000,420937934.6,183718614.4,2377743495,74171721.22,-5458846.33,7,1292437104,1288403279,7,912970073.4,2886444220,265529547.1,183553150.6,268642037
3336683,6912211739,5094656238,155407731.5,284621529.2,3792000000,186627152.8,2128610.37,18789576483,292684031.4,-4460598.82,7,2297728818,209351053.7,7,7711155211,6279206220,502088673.2,465014575,523504329.2
3616147,596851052.4,302059486.2,50212027.27,198093450.8,900169487,24874859.91,21655014.33,2747020402,11838685.62,-13849539.19,7,-140503870.2,2034600.44,7,1756645438,499375341.7,101232452.6,91630709.09,96187538.04
3716093,99046292.56,24764955.57,2204225.04,132259327,189231078,5861319.98,22210067.19,285285975.4,14418791.02,-26506.59,7,-629832009.2,9833656.84,7,362718270.4,90881071.2,67991299.96,68187149.69,55835378.93
1488195,14701918764,4830072586,190784956.5,950665226.5,73687500,535907182.5,5242240.1,9810727277,473417428.5,26588250.66,7,9871827980,6550276246,7,7221647791,12957257384,2568629574,2144484587,2529426456
600838,5593877444,4579262347,98801279.76,264715104.2,2334227372,405845211.4,569690914,4137457673,96970915.34,41869103.42,7,2156830993,292392954.5,7,3683691706,5341647320,533987450.1,464149270.4,537315377.9
3565648,7620982936,4017676129,53871398,435066676.7,10426054964,951844916.6,3864840000,15989614040,368348260.3,7938721.24,7,9158311051,232083496.8,7,11660344427,5315057643,2568692400,2184313558,2566704098
2347419,5299650818,3458214609,1005073865,687026366.6,8470640948,240654773.7,250394658.7,9250096330,86902989.07,166695.86,7,2704525121,279249755.2,7,9483013339,4437943138,743728010.7,630114886.7,744219961.6
110297,2732484404,1686982845,30136672.94,71795915.9,510000000,295418155.9,432095454.1,1959588743,79455161.2,-7352701.6,7,759915791.9,294607340.2,7,938301302.7,2402835266,344111132.6,286662230.8,348811077.8
4817090,10091370487,5395796127,202163585.6,994963910.5,11175589418,332079158.6,61019593.85,16577580838,338880397.1,311697251.8,7,2308984717,1774933370,7,13392665231,9103422075,1149346891,916757975.4,1155966862
1058314,2980356543,2557329518,13888960.4,295706877.9,1205917039,87142242.49,123929633,3233552167,20313365.74,-7264987.16,7,-4042478537,170787287,7,2727502249,3291103892,252383331.1,253262084.1,290023702.3
1291629,865386565.1,720465564.6,61945205.93,39342934.9,381039597,91312431.06,62577534.25,516256645.3,5225124.714,-1465649.26,7,73386076.16,44222615.89,7,800204411.7,914905811.5,-122054709.8,-122478891.4,-122056823.6
3824084,3699941990,1296699766,19851462.39,53232651.01,49885196,519288541.4,38901478.46,1898315872,111585644.1,95427687.89,7,4124912079,520429807.2,7,699256000.6,2213555524,1610236831,1378876738,1615198891
2268406,9562627344,6309473257,123426199.9,370305563.5,2073153038,533301493,878633794.1,6795414605,84396846.23,-26430462.8,7,6226372736,1001789454,7,8815243892,9040934532,690442440,637763994.5,669677345.7
4625347,3157573032,2543011869,180730628.9,160424927.7,1644752255,85391737.54,41530244.81,1845984008,54672800,-13119373.63,7,766806335.9,101806170.3,7,3772691096,3086852362,75809959.5,58868058.12,72548092.89
4961537,9104342089,7470146998,48343463.16,211983977,3198763201,138646081.6,40200000,2765454796,12374421.18,-108359342.6,7,-845660682.8,444155873,7,6488771354,8901355306,108335207.7,60301338.65,127761119.1
2436571,1152307200,859286869.1,19988267.28,38101993.16,378430753.3,74805506.42,399910117.4,652512436.3,14273095.42,22461873.59,7,464370567.3,54795741.97,7,438424790.5,1098391333,74371962.35,68854458.53,74703943.23
760361,12131383071,8854886253,195528775.9,1236450752,4842934162,604145386.3,2860112844,10013868772,236984235.5,98322813.9,7,4488890531,158325384.7,7,15749307626,11006025742,1245151554,1136215864,1228355882
4120722,2599724041,1970735268,9284436.76,32764023.97,35495594.9,225035844.5,5314121.05,943277685.9,34123446.47,5259658.22,7,769618120.7,114567829.6,7,650676782.9,2300317747,308375247,274376207.7,307917188.4
1636995,1178720034,899265395.6,7197159.33,34147436.25,425296319.9,90094874.33,90414849.5,347697726.6,1709751.86,126380.64,7,355281657.2,100892209,7,698409314.9,1139578522,47194522.75,40826462.12,47402821.52
3149638,5186843636,2794112174,109754986.7,376206192,2743244588,150075000,50409045.29,7545478582,63075105.87,-30351891.01,7,3509791674,628194763.1,7,3244092700,4151330926,1068188262,863919006.3,1076040813
3693858,3646683906,1273428846,16145023.01,330011170.6,399148826,157921068.3,240000,2139922365,77210024.13,1552300.18,7,1187357629,1341060474,7,1914376310,3160119463,603413981.7,521965805.9,602063111.7
1136701,706762459.1,582765213.3,2673761.1,25969141.2,259711046,42818214.3,360000000,358404393.4,3397106.98,-521.6,7,-517761999.6,62041837.11,7,455674217.4,781339059.5,12019506.4,10211273.93,-70417838.81
4921710,2414471289,1352754313,104545016.7,47991971.1,247217441.4,228578647.5,667118190.5,1885187781,101448753.4,70918937.55,7,1287940129,403723545.9,7,1014343813,2097070791,328762536,273311817.9,332252898.4
770959,807878768.7,469754666.2,13750212.97,109688705,1731955335,148234966.8,109120246.8,5288099760,64823694.28,-22720345.86,7,754567458.4,20280910.81,7,3068945123,851536019,72829230.59,72105833.61,73749717.18
4675862,3533710585,2300397634,70514816.89,84116333.69,16778192.37,483113527.7,972798563.4,813137376.3,29029135.66,56392841.46,7,1580855442,96365970.8,7,1916633417,3051538490,505146227.4,458626732.5,498263715.7
3314357,1575109440,1185519010,29926990.86,74262452.76,750000,126673903.4,44765567.02,874790603.3,9509996.55,-2903910.4,7,531490112.5,35858226.88,7,549436375.5,1403333390,-80778987.78,-121071473.1,-79977390.22
2399045,6380095191,4510246017,117352935.7,298896942.5,19824429.5,370101492.3,90000000,2014005765,11366354.59,18248707.39,7,3877336974,671436567.2,7,3646914072,5862005086,631747457.4,558296842.3,627835239.5
2436688,3623196872,1924127512,44050664.27,339578066.4,1308299940,754532186.3,0,3986970066,1278974178,6117616.91,7,2611319119,769368861.3,7,3173919458,3018203500,431191609.4,298204347,420542882.2
986020,1098217159,551074046.3,27219920.49,59633743.64,1274237261,125920027.6,0,1810074154,0,-139341044,7,241225971.2,194006515.6,7,1474123761,985980898.7,6050421.4,-47039160.27,6192738.21
1133137,1406523306,957392940.1,45979878.06,122837247.9,3606925969,150168068.5,378736487.9,2722144333,375151175.1,92499649.08,7,681784510.3,55671910,7,2136302737,1309304967,168424343.5,111164794,173989128.7
2239503,19853477883,13668228396,278545463,530100325.9,12747688.67,401648181.6,2345900000,2017994964,138897609.2,-4261074.23,7,5443671510,3206043042,7,5003340410,17752977819,2273457834,1919810324,2296301130
3948327,5748057619,2973934774,33244286.04,136796543.8,11700000,337005607.3,49404091.43,1446375766,13524859.13,12798777.14,7,1920445222,1522371059,7,2859413978,4937695067,844313598.9,760564141.3,816490725.1
2382820,6081932972,5153751555,251063993.4,27668101.28,2737378869,108793834.5,49444956.43,3645467243,224770196.8,-15317808.84,7,1184205024,38093528.83,7,6435376177,5747702763,301921347.4,249681518.4,300856417.3
2081779,5024484112,3639687742,167684112.9,738572429.2,3031774768,175981671,129292326.5,3078497659,72183793.23,37366959.63,7,1370604180,269110097.9,7,8627510346,4693848804,250476729.5,203890006.4,248254784.1
2241438,2029703660,417379069.2,196753485.1,93597229.92,6603095.74,598028763.5,130000,2359624472,501781612.3,-7285410.42,7,3184078171,890226770.3,7,403757007.8,1531319950,560888079,483226797.1,560901003.2
4112415,15886871683,14638175299,854490979.8,318260242.6,13795032589,214019364.7,1114398631,6976453947,141320594.1,8400634.9,7,2757712157,215883085,7,11656234274,15852816364,452191906.9,410151787.8,443896726.5
104072,4631831172,3837537983,41982999.65,107465383.4,1434284696,129492494.6,1335572898,1632008973,281172695.3,-2292892.58,7,833709246.2,188552678.3,7,1840142051,4279375748,475769387.5,392293396.2,468609353.8
2649485,4445544317,3684712393,36326845,77267030.22,1099193677,130769677,926163235.1,1573701874,8102182,-3429845,7,536100731,93846899,7,2307524685,4201921102,378263687,353583531,404186875
3115603,2085129258,1570035545,185974155.4,61167308.25,1251552000,53813075.45,95000000,2224200279,53419298.35,27339755.39,7,551156688.8,68919674.09,7,1767432711,1999859538,73630459.53,63527677.38,90300455.59
4425487,17093435580,13669762437,219461192.1,718771370.8,1156295795,313633002.8,432086.44,8083408073,166288602.8,291506440.5,7,4972571048,485990764.6,7,6629153846,15687663573,1511888706,1461396888,1482812893
923620,11287489442,7946844446,62871924.3,459152593.1,2283952931,559896619.4,1055940438,4738999579,179238257.1,12610802.63,7,5278392289,588547454.2,7,5424771705,9747723876,1663068508,1433786197,1663989346
284358,779521152.2,626070499.5,9769083.54,99578333.79,426365194.6,79531139.33,160300827.3,350349878.4,4961880.138,11903851.86,7,-1311981837,101913508.9,7,565518472.1,924697575.6,-196444162.1,-196903674.7,-186796829.3
4535521,1933137924,937609787.4,55011808.72,77874897.62,1511433554,140156063.6,341639.56,6113189183,200949683.2,23755792.19,7,1003125924,342333222.4,7,3707281270,1624872413,343838187,286313835.4,347823515.2
2606286,1571312190,987300660.7,30873101.07,127723149.4,528406692.9,133585746.7,105776714,1576437097,37948898.14,14510646.2,7,1185359980,167673756.7,7,935326453.5,1447223342,159727642.2,117134654.9,148719241.1
81575,7486212150,6335470767,80195077.59,362899415.8,6524144165,68221243.84,226132179.3,3566924726,165970490.4,-34333170.06,7,393102850.3,205148499.9,7,7722660832,7581959405,-672515574.1,-604027863.9,-665122802.4
4452085,6563638226,5066647247,49121291.6,268941412.1,816524029.5,500576403.9,969812562.8,3188190198,8559310.59,2389638.18,7,3049682889,236719285.5,7,3157450523,5870327330,766550846.3,910963196,770260556.1
2244751,1381484764,1009206561,19615720.54,46845918.71,179238295.9,39036786.95,2000000,901782425.6,23101703.97,246712.7,7,464631553.8,47765948.68,7,692071392.5,1236792595,160271883.8,137456352.4,159469497.5
2569278,89512574.7,63558166.82,475631.28,1949287.784,116816898.5,16872387.09,238908608.2,39052012.34,527484.31,-553604.524,7,14632203.01,15337816.87,7,29469413.64,105947438.9,-12320650.48,-13977242.31,-12447637.05
1658586,13785247595,10474208720,307772073.5,425385549,4736015422,296733118.4,3194628864,8739826544,53985314.57,-717309.79,7,3135917918,379826424,7,9210237322,11942062164,2079185457,1838409790,2132208558
1963781,3900341152,3165496043,112311272.9,144748485.9,1721652600,22311286.24,5918702.766,1297773531,1995669,68603113.1,7,35262537.76,196041133.7,7,2792399960,3813571049,101582138.9,94241545.82,91466622.55
1222606,5251104950,4674824890,15474348.71,139927041.6,1250734238,155251890.6,959300052.3,3314578221,141217242,14624753.2,7,1446360676,161011160.9,7,1132346537,5251473706,220415761.4,201499842.1,237003779.7
2858413,6544208711,6104077567,60775023.52,147792067.4,2753339400,141835034.9,150509159.9,3569431805,16986324.36,-41927783.99,7,581262184.5,320528274.6,7,4201696134,6752210468,-299529426.4,-318114342.4,-287465718.6
606309,4958898582,3345453675,226429524.2,250148814.4,6137460429,158973015.7,96022266.05,10409449695,663586769,-2921080.46,7,2996159436,333879101.9,7,16114623505,4843487142,51894341.42,53589813.36,58853350.72
106527,13474565781,12082679367,280857418.5,382205904.6,370000000,170276872.8,17901142531,4716426106,28491944.46,431189053,7,3194840712,108481364.1,7,3997653255,12493625781,1212215393,998335166.4,1189675617
2841464,353529640.2,245204200,5410985.87,51026729.58,375400914,27899129.18,251082467.6,346678421.9,103389753.6,-6227224.06,7,-1265748195,48104021.34,7,827383653.4,446732989.1,-602406505.4,-608387854.1,-472738168
179218,22762704536,17631321519,417826874.2,2885708846,20719526389,869196693.1,1837559.42,21062057757,393909611.5,19440645.35,7,9100250878,941561056.6,7,17595296181,20235984531,2593710553,2266421523,2503146479
3022330,1980553309,1636772284,7435450.48,29848715.85,25993855,101457372.5,123176631.6,668308137.4,10285332.46,41109266.8,7,541926765.2,46119122.23,7,353225257.6,1815763073,162883720.4,148085551,163484860.4
1633628,13590466951,9934829062,183692720.8,644469520.9,8435740721,285765065.2,570000000,18661527740,399101088.8,48511659,7,3744744358,527773946.7,7,16503702623,12219597795,1665553667,1430564503,1558178212
3497878,15794900821,15085246367,50365736.01,502552082.4,1105429243,107293224.7,66000000,2078519553,14242607.05,51802344.67,7,1056694697,83357127.3,7,2279300593,15518887501,262582531,221201251.2,263100999
4135014,4986925315,4007352424,62464039.05,99066268.6,4555776273,303446407.4,2110517382,4301832647,27341221.1,-2043381,7,1278801774,203583382.2,7,6282346881,4623464739,492226382.2,367486415.8,500203119
2043333,2569424299,1943944362,38736409.53,101697420.4,636679188.1,82181567.44,991939321.1,1025898133,16638496.88,3898528.02,7,545498149.2,146199376.3,7,1306618651,2427369958,151009649.4,130084124.3,152661727.9
22933,10787734491,8605765283,168038393.2,405309684.5,4203944194,427043757.3,1355982158,9468923526,50317723.14,42004558.54,7,3943516331,221665669.7,7,8470221887,10018254414,980023895.2,860301117.8,821165590.4
3587014,5732043895,4605882076,1238584873,206005425.6,3979253053,174491481.2,455268128.2,3810422251,125202888,2589048.67,7,1784921785,128598373.4,7,5342130840,5298217044,322894110.6,268116557,335187478.5
2671967,2147040502,1285302642,14861022.85,56090344.57,10000000,219124537.8,1581235159,1053500816,26727468.35,5197630.062,7,1123016140,273075824.5,7,880057567.9,1779475735,389726163.3,340262932.4,380055917.6
637281,265043822.2,240398454.4,3737942.84,59738173.91,2178064474,86630745.18,80803926.3,1464598167,52158568.45,-7031250.76,7,-267103040.8,6443451.72,7,1185648690,458888756.8,101300857.1,56204893.02,160121787.4
4818019,1988441033,1471886034,74788725.81,55839305.86,1328198707,91827165.29,107790083,1472148535,527204672.6,-3217156.05,7,724162507.5,127370798.2,7,2344248423,1975501722,101439516.2,90528510.53,81202098.59
93932,83119888254,77382529185,3764234658,2629123407,21499179079,705174646.7,10401695.74,42104355386,297941037.9,-151693695.5,7,6502833481,2747221238,7,39118406527,82599977681,413454714.6,197838608.6,410617044.5
2369908,5474978205,4638332442,407094598.2,77679632.87,948551927.7,146633283.3,42149145,1365905463,10791645.23,27299680.12,7,917479941.1,433986790.3,7,2158406903,5441298302,166906865.8,18645214.77,132689318
3316094,2521573969,1819920967,171786364.9,63409130.97,976800000,98083690.35,540376872,1864611963,84675322.21,3970421.61,7,968760910.6,181719066.7,7,1622546076,2459904887,41481258.99,42733017.35,53318200.45
1381794,7427355609,5192292648,290165152.2,370028233.4,4273912729,180337949.7,452248000,6328724911,669290.51,14498936.56,7,1369397296,582674446,7,10654926715,6677870595,618063688.3,561556505,629720498.3
562244,1919149403,1201356021,21906576.12,40198780.6,529000000,68781955.19,288841265.8,1083835381,140613756.1,-20000214.75,7,-122304800.3,348918081.2,7,1324462679,1901063949,24336285.43,40498018.63,29798097.6
4725074,2941412770,1463159361,33851486.79,84953723.27,285000000,213069824.3,1172215956,3684768847,450000,6468422.06,7,1525328399,59623024.88,7,1022736569,2020492002,912452980.3,769343775.5,918821355.4
1843500,7476316392,5600336959,673274847.7,390936965.7,4207779121,213688124.2,375057112.3,4460040901,9585916.18,-52094052.7,7,1957727640,545822061.2,7,5989645710,6908556631,589928173.5,592392660.5,590684692.4
79499,5906316590,4406134082,72220278.88,150469352.3,1547571763,128615134,1426000000,4639155341,72902790.36,57661852.13,7,990001800.3,373857508.9,7,3300484759,5476899356,137440250.3,85246159,129042876.6
2284030,15935570983,15029041623,302942044.8,502552082.4,1128488788,29747031.56,13208603.03,5378131990,1130786973,-19368807.22,7,-1319212352,61162559.07,7,4882971303,15376352977,759461997.7,669421973.7,694332874.4
904971,1535467255,1169409408,508668368.1,34375348.18,215772102.7,207011309.9,327404822.4,623534238.4,50781632.74,263923.84,7,1022055352,88136353.75,7,332445765.7,1461406850,91112004,87142850.28,90970814.41
1868870,1966593350,1621682227,14416273.42,46793442.46,669137585,74528684.32,385766.07,633989834.8,23573660.12,-18106891.6,7,56032368.38,56869436.57,7,1046056326,1884333393,42615431.04,21549818.92,45873447.17
161107,4802171362,4055949335,2782793.29,62401661.71,900675441.5,304091623.4,637284548.8,1476280225,20702038.6,1246922.85,7,1005145793,92549351.28,7,1268891934,4464775006,319100532.8,284163402.3,319252874.3
644255,2996255952,2514568440,19712133.59,51530135.36,979750354.1,264383142.6,416564572.7,2818837252,21213551.69,-7626477.14,7,1394307386,147234213.4,7,1393592511,2848510599,227311285,156870061.6,226371481
2501783,1974453086,1692510146,1166711.74,57224357.56,150000000,125298924.1,1238602916,3097127290,15058530.15,-4057912.06,7,271067533.4,8268848.83,7,454307855.1,1798964624,179681272.7,146148587.4,177020433.8
1434141,45511323231,38900711196,1070954884,288314888.1,2251945000,1310374310,1824648113,18346747343,1502511936,12230117.83,7,10961966764,126347928.1,7,15300550003,40614864658,4914241465,3674971711,4872407951
562252,2551437385,1769863583,90551990.15,59999352.89,1092480581,153425762.5,2409958360,1676947179,3575431.9,816537.04,7,1085407221,210708633.9,7,1849745826,2291873914,381630129.2,320350393.5,343574265
3680900,710389903.3,558196820.8,36848382.66,28768384.55,658410000,37141432.23,340349594.5,307441468.4,16916362,-2661113.338,7,71523488.41,66872306.96,7,659821494.7,696425238,17287809.84,13744952.44,16293182.44
1452732,1866674820,1678975308,13842834.2,13441975.55,168700000,34308111.32,1022970951,1720258275,20233649.18,-1729868.78,7,-297323476.8,27146173.4,7,665959551.7,1851773160,31533798.28,23835558.79,33795799.14
3596878,5558891021,5046049430,159599229.8,102000078.9,1019278000,62954764.52,671196970.7,2487953918,74115067.89,13969251.98,7,502215637.9,97493229.35,7,2030159197,5449415802,223135667.2,177877234.2,221456737.4
2883650,1495634116,878890291.4,15700426.95,41345279.26,4877515.05,280268963.9,26785.35,988707063.6,26611556.13,868967.5,7,562991326.8,120387181.5,7,694440372.8,1212763316,312922075.3,267590644.4,312542090
3098481,859289244.1,201924360.5,134311918.9,204487143.1,4062245000,93279947.67,88587672.6,2509839950,207288810.3,-54756.22,7,1528290131,91995555.71,7,6211788462,874730744.8,86614842.93,70301073.24,90059481.67
4854651,1418269645,1121491156,6855921.62,50335677.58,756742045.2,57774110.1,81107737.04,822252816.9,33823325.24,-114364.15,7,347436611.1,15952525.22,7,918791419.4,1327369302,99065470.93,92468553.68,111356994.3
2449879,3195325076,2254144994,84664466.38,255539774.3,7372451633,134505883.6,108180502.2,4471596413,306653398.3,-316512146.5,7,-2229956637,406332809.2,7,9039386517,3727942244,-3029519481,-2691484096,-2372636498
2571976,1179222799,1032760533,66316470.5,218596776.1,189627395.9,436548997.4,700753314.7,2147463999,80278576.63,-1809849.74,7,-382087692.4,58571714.99,7,2945820144,1462251015,-1616941136,-1701932685,-1768540054
2191969,6006883385,5185627760,56149042.69,193566052.5,3220520263,69725936.85,505560.88,5339526478,162695312.1,-391017.8,7,278402242.5,135617727.2,7,4636152896,6009667717,126547885.5,99914819.63,228183974.8
1018016,1210041335,908433997.4,40811727.95,99732612.18,1835927365,23542878.16,5188679.25,2363344465,19938306.12,2319440.07,7,159520897,43498259.63,7,2352831169,1143678506,76319291.19,70311100.98,81947543.9
3276718,5520743643,4189364117,38948430.35,35253589.72,1674467256,227484980.1,524990582.5,3628135076,61842944.01,31739389.9,7,1814440014,292432529.8,7,4340234360,5201206874,399773448.6,296569518.2,400474959.4
1770927,16886971336,13595714849,740474213.3,2464286135,15526649135,99562357.52,147857015.4,32903909191,1169999536,357583339.6,7,2714994863,143180770.6,7,28570001363,15796924116,1457321502,1261476652,1440669961
1449104,3978083207,2560508740,62371701.87,126041917.5,3104684219,128863171.7,105534734.3,3677987634,58031169.65,15950294.7,7,1376251753,412820795,7,3331241348,3673995419,260827742,265847800.7,263386997.6
2165071,3386147599,2899401279,96619520.95,141434715.4,1694436059,110442984.8,13600000,2376975235,37544057.84,-202858.31,7,291652496.5,140096113.9,7,2077843089,3322654806,95059484.42,84642488.29,98188398.04
2662985,418242590.2,351183589.9,3148374.87,24768133.91,71674414.36,20860982.41,96139393.37,269204836.5,75678493.37,-199.19,7,-177513649.6,8622822.03,7,190067452.8,407309008.1,12640666.59,12908879.16,12716119.26
1329889,1037732146,895113203,2020265.83,11390170.73,49900000,29025161.96,496383.51,547049178.8,713358.12,2448864.26,7,108971632.8,32467575.28,7,181339518,987813574.4,36739939.69,34832971.03,37460169.46
4507053,763029246.1,605656736.8,22142359.37,73021931.27,21845448.12,55140572.37,2569422.61,936300889.5,445886.74,7580155.68,7,-139126078.7,33991296.56,7,347984499.9,743397307.8,127223955.9,95582652.76,128779952.2
3195649,2693227392,1773591930,9405630.85,202680266.7,1156040429,243919211,772861400.2,3993145334,57110609.62,4065677.56,7,1526703552,75875905.97,7,1795260731,2236181248,457252402.5,406026520,461054144
2839154,4098855381,3197501735,14434888.27,114637890.3,1227570223,127284211.7,502944.51,1783694345,51329093.1,9809412.87,7,866301932.1,134890094.7,7,2486483571,3797327580,393283929.3,333787622.4,392218892.9
1898974,989540672,866467685,25941041.89,3891443.47,292110151.1,19360849.92,4697006.56,1444342193,76518189,-1638205.02,7,97227329.28,26829432.26,7,347356806.3,1031041728,6768471.35,11381648.33,6474694.97
1309291,543319831.3,372856372.5,8182171.34,41239143.76,29000000,114138339.6,8235294.12,1272366697,33564480.46,-1968112.18,7,650199678.4,19362214.94,7,217420797.7,472017470.6,90964470.82,75666252.08,91884717.94
2008397,3376980217,2303576508,31129594.79,112027025.1,1460611032,173131483.7,382613099.5,3829398289,8606885.02,-1796433.836,7,1149979400,108901457.1,7,2456988970,2837832616,507583817.7,430939894.9,479820561.9
321583,2006102610,1574022008,142110271.5,44631100.91,1873400000,46132473.42,122737449.8,1846569913,24313741.55,55408025.11,7,73556640.43,44744082.91,7,2295231018,1897826990,136209553.6,117838930.1,137325563
1729365,1471671922,1057138556,30764951.69,30392801.83,11125000,87075005.28,415169906.5,413401850.8,742650,25445754.9,7,521942915.8,59132029.77,7,295370904.4,1236198406,239616442.2,178150943.7,243439958.3
4392340,2987002576,2171970362,76030637.68,195706302.3,1325968646,39811677.52,43684536.15,2921881643,26332336.57,-108149088.9,7,-326008464.1,217090615.9,7,2546298739,3119637722,-760289392.9,-746246072.3,-759494950.3
4659104,6496265097,3963780374,76194727.69,313195560.4,150611027.2,682259502.3,1801735347,4481930653,13992975.26,125401195.8,7,4227900993,720007038.3,7,4275642056,5600295682,1033950453,977217247.6,1036110585
1855531,3272553596,1253235230,48597620.3,156145253.6,248089540,209546763.1,2598910.22,2297743168,12051341.97,-5838527.42,7,1105131259,1284338946,7,1525577168,2950767532,282107802.8,204408195.7,275658827.7
1516817,8266574620,7136411026,72821817.44,524379688.5,7130334164,155773647.5,104173134.8,10095865021,180343407.8,18301063.64,7,969345143.6,57094406.01,7,9654979065,8457958624,-14099993.34,87266269.86,-20504878.75
3619510,24517770453,20658208088,904503173.3,5662276540,10750977111,200660059.5,247176673.4,20085242840,86117455.51,45968378.35,7,3371390008,646612491.8,7,20857846923,23330815536,1704330590,1694223016,1830300788
198262,1806971547,1182511024,12740274.86,41993002.03,1363376947,182689164,90577793.37,1087826267,83205585.52,-1383863.01,7,895927113.2,137613831.7,7,1444323647,1578060654,279335878.8,252166177.7,280019314.5
189771,4330649784,3662779163,29047712.88,114216297.1,2695087370,54501181.59,30518917.81,2797410447,27066348.83,-18186.72,7,-163725989.1,233222976.3,7,2975200571,4299658875,31402283.42,22739689.18,31935989.76
3342777,628849638,366044937.4,15389505.8,23531895.01,241145192,145724697.1,2314501.33,769284424.3,38345045.08,-6113799.53,7,811743054.1,117268274.7,7,635546277.8,673626076.8,894006138.9,739231764.1,895605602.7
2445197,1166237544,759233315.6,12796494.83,53226955.68,670135124.7,70214856.61,714677400.5,1517393941,8536704.99,-802026.39,7,-145953237.8,199733584.8,7,1347767676,1117426360,53018606.2,43701941.3,55565687.81
555697,1020262759,713354149.2,6230365.31,94247856.16,253742300,44506065.15,4000000,945345231.9,4582320.99,376801.25,7,-2492151455,76667903.24,7,1124250917,948212771.9,36722483.36,22237586.89,105613146.4
2442440,2382800058,1887029442,20966250.39,76735435.37,1416941120,90352413.58,330724369.6,2329159160,41705278.4,538004.81,7,574907003.4,105867647.4,7,2244139699,2270307586,102759535.9,89923222.2,102585905.9
1860131,741402631.3,517708123.7,34330006.66,99142976.6,897234725,57522967.65,73865466,961131358.8,15708815.87,-804310.45,7,525397986.4,36621831.76,7,842110387.8,641101384.8,122898983.7,104450450.1,125737984.4
4074874,471620283.3,373609762.8,19725606.43,93163553.63,1537459644,37875815.31,30416791.09,1641163087,32867334.96,-19044672.06,7,-337983094.3,12723936.6,7,1422907413,594338158.3,-221625243.3,-208182250.1,-226044307.5
1717145,1092321443,344171593.2,394655355.8,84888305.85,1212800000,94448815.32,50000000,2114996913,13747495.36,59275490.34,7,773501086.5,360381637.9,7,1449079362,945623777.6,164171504.4,185575041.4,160775441.7
2972296,2553616045,2079313673,129463269.9,166270237.2,1935561880,46997318.53,303156676.6,2402272709,17809941.5,-13731799.03,7,504390673.6,86735844.03,7,2754545183,2521436150,106786128.2,98829504.65,107739922.4
349646,2278503336,1885550975,117102251,59231375.43,723818036.1,108025284.2,6091260.58,2543600844,551283519.6,-638816.81,7,429686657.2,115466963.8,7,1834493165,2216562022,34433760.27,29867964.72,21814072.3
2025259,17047972097,15736512200,165048940.4,502552082.4,2376464035,106449370.3,1506807524,3693026959,74490627.87,18219569.96,7,1427055218,172555063.7,7,2863808563,16770545223,546781048.2,479229758.7,551391993.8
4455960,2982034952,2782608852,82165122.97,109291575.8,3823359600,37123014.97,600000000,3959562270,8380000,-144044058.2,7,-509400704.7,91977871.67,7,4905453937,3429607819,-555134531.9,-569219304.6,-568138937.4
275701,2594520823,2716160116,103839487.9,323865829.4,5113135512,53707906.39,297807676.7,2921478625,84393396.54,-43261287.84,7,-4001426731,189086424.4,7,3946913756,3485113444,-2135234708,-2066292338,-2030357904
1024359,213971979.3,107712272.1,1254812.76,77431946.14,57172144.57,64571666.71,372935868.5,1068209560,1893141.74,2828663.256,7,781672271.8,31110274.36,7,120968614,215273567.6,72015544.17,67323906.41,72518823.55
