TICKER_SYMBOL,REVENUE,COGS,PREPAYMENT,OTH_PAYABLE,C_INF_FR_FINAN_A,SURPLUS_RESER,C_FR_OTH_INVEST_A,T_NCA,OTH_NCA,MINORITY_GAIN,END_DATE_REP,RETAINED_EARNINGS,SELL_EXP,PUBLISH_DATE,T_LIAB,PAYROLL_PAYABLE,MINORITY_INT,OTH_RECEIV,T_LIAB_EQUITY,ADVANCE_RECEIPTS,DEFER_TAX_LIAB,C_PAID_INVEST,TAXES_PAYABLE,FIXED_ASSETS
1516761,13414075952,11727700172,1829854081,95376483.09,1899671057,151078682.8,0,2805326686,88971911.14,3069202.96,7,1996959486,33297931.62,7,13109098676,40014663.18,63970893.33,262058737.8,18326440170,3335190257,67428519.39,1284332573,118348311.8,228091515.4
1627401,19471955122,16735504790,327411122.4,572529113.3,6862975133,190715611.7,44026248.79,10428986154,121046345.8,-33950078.44,7,1060381958,1121689868,7,6953954346,201614671.7,375466844.5,423740649,17156862703,323528862.3,18986374,1076634460,78458224.06,8080472481
4986359,8492676403,7491075400,846655645.2,3639395099,6696209255,93156967,37120181.06,32264526562,313081452.6,1152278247,7,3015879948,94864122.05,7,48856523563,44343356.2,15343584883,849821065.8,79550076812,494121792.5,11331742.16,5614172818,285430285.9,9362408560
1851645,1216110976,538091644.8,25235068.74,733455823.3,1217988611,239447971.6,1491684322,1671686061,127737814.6,99229.98,7,2125620069,15069978.11,7,3800230899,19603818.98,8284512.46,453083426.1,9117200260,521157484.2,124043579.7,3502746265,275889677.9,88079510.87
4651738,7366107380,6176576847,75333671.36,278373942,5128026042,155009109.6,59449821.38,8321941607,97321308.01,18272487.52,7,1714744705,149455321.7,7,5324959772,44855793.71,249087639.2,135523678.8,9743659158,50705635.88,97345697.15,53442203.4,296336514.3,6529204208
1488375,12695858666,9389456413,71052084.75,668273195.4,3188986842,232701943.6,5069929517,13055787521,44360378.52,30112411.26,7,2520329622,917261553.7,7,9087369381,225112437.9,252600598.4,146729174.2,24854667695,170610799.5,120043177.4,30863232.45,192120056.5,994681585.7
222245,1886941951,1097654208,17957089.87,201434759.1,1057495000,405797026.4,100730580.3,5190741276,86980243.19,-20379709.44,7,1994934336,26483827.04,7,4382340460,92945191.01,69023001.12,221424492.9,8802843759,86558234.46,2771348.42,625675050,130657138,3343969810
3099098,5148950653,3594022518,23837821.75,464779611.5,711377635.1,430418353.7,268393956.7,9724768922,645002524.2,91285988.7,7,1406894608,2512958.1,7,1774563265,49692721.98,1063578844,184868886.1,11885793700,27668010.07,392858942.3,8168995133,65241656.39,2527186463
4687909,32954731135,22450077712,333477806.9,1803353937,5966546603,2185695626,800000,49887931384,743040215.8,310345869.7,7,13362101789,2305307528,7,41982992661,825191496.9,2677300250,222419452.4,65113270693,699186815.5,27058970.68,880154250.3,698835706.4,28418717700
3804179,3129540712,1923012137,203278128.2,285460329.7,4739749928,170543231.5,14638002.9,8354626174,65255632.53,113442217.3,7,2149847677,370773309.9,7,8575329303,154830267.5,743275492.2,170300356.7,15495392128,658529545.7,47193168.74,70800000,14810340.45,1464289591
4444250,12123829424,7648920920,55034019.81,5677218876,18233144656,630345307.4,3535967031,1.42E+11,2082965467,5268725104,7,11467166352,636248727.9,7,61706710234,634718784.6,59017403193,1669865936,1.57E+11,28826687.37,3961752749,7898674384,1898076343,27519962529
582720,8089292688,7287810705,87783016.52,508319682.3,5158185330,175486589.9,14607734.94,16556591341,790025652,-18662870.59,7,-543186206.4,8546753.1,7,13502768215,58130371.59,703230463.3,117739455.6,20003369638,13826653.67,110015708,7000000,35847003.07,11242247161
3864415,6077903716,4968170384,89093588.16,630532651.5,765390000,401156175.7,1223655610,10586367407,199694000,-16504324.82,7,3436866632,75017764.88,7,8499540728,615757850.6,18510860.84,133253385.6,16501692113,559804584.9,760930995.4,2940000,99928749.76,601395295.6
218949,8185073879,4669304788,165718717.8,3662721263,8355500000,1155192447,1397842.51,80043145376,747749711.5,538588705.3,7,12622262966,59772635.95,7,37020520012,344997410.4,4497638139,522179592.6,91019317004,803387769.2,3360090891,3546103890,489846753,2757732299
4233872,97672181192,63829174174,3512626576,30141632099,1.47E+11,4188611129,27241001928,1.4E+11,199697150.7,2823706410,7,53047211188,2206646581,7,3.9E+11,1743037838,1.33E+11,17321487550,6.18E+11,83485800508,2291720763,4097065213,16331939395,4607551182
491001,10898257594,8670332087,397628899.1,1448245006,7296932606,17950476.99,1422273895,17773301149,1972153909,282818811.4,7,-195180973.2,26994696.34,7,16397523037,186063154.6,2852405016,177331383,24081995182,88255089.67,9010117.68,65401291.65,225256487.6,10563966447
1095268,2752899566,896655582.7,30800615.07,444209232.7,500000000,354412094.2,1301122080,956467786.9,9129577.42,-830382.92,7,1871641605,143501126.6,7,5546714450,32610877.66,-8163701.47,178221896.7,8708859438,2183030889,1810287.72,10823843798,357196161.6,113471464.5
4660810,722695468.6,237905352.8,4729105.53,152697234.5,388207544.8,216347422.3,711856357.5,1680101363,5422524.12,29292130.09,7,1230789407,68763254.87,7,168527956.9,47252331.91,135338427.4,8066197.93,2858675395,1376937.94,703130.82,200000000,27143181.48,840624173
424925,1135044547,530831862,7189592.61,81629853.18,1986264939,78032304.84,81122076,7652749562,32396648.13,4631415.75,7,1155609971,29567991.06,7,4935386244,17716831.86,29109326.3,313058717.6,9092344889,48683191.63,6757102.27,1500000,59035746.18,2631110560
2794445,2174381798,1059187596,15113854.96,105254935.5,1411000000,216762423.8,54700,14947338948,181825991.4,156225657.5,7,1169607921,57737466.54,7,10480716438,2618837.49,2175169831,51322495.67,15490849169,304334452.7,173395699.9,943081760.3,217990109.5,14781040991
4273218,736824714.5,383483473.2,1238139.07,95173784.5,735702320,82870008.28,525024929.2,4050799211,90966766.2,28064033.55,7,573905699.7,60718371.83,7,1352211818,42873176.1,625440802.6,116232292.8,4657066429,2926855.25,90124800.47,990000000,21566877.15,2285264846
4196613,823176983.5,557346408.9,31652127.42,37185728.28,16446000,299278462.4,552052343.2,810521946.4,3303165,-81812847.7,7,1635502062,90954843.45,7,544893893.5,17029348.01,303351053.6,111228808.5,3688154677,251837184.8,5869527.812,6141153717,1421203.92,611287386.6
4149595,6676833260,5581604800,239330896.3,40386911.63,3634881543,172504285,313186173.8,332005457.8,1228280.86,-9175100.78,7,1843673115,27941958.73,7,6072431810,34593730.4,47400786.02,422426917.5,10208933594,227624685.1,6908757.518,155845526.7,318915824.7,51425112.32
2894195,3430409965,2204127609,62317559.95,239091916.2,489977546.1,123909800.7,193000000,1994792495,92428892.29,-5214792.8,7,2825167329,140477222.1,7,2206421498,195901568,4534703.65,353085870.3,6399177823,14872517.99,14600127.32,30000000,25319072.39,161882152.4
15617,10656800244,8290764503,896160427.1,1634081534,675251380.4,1163563741,609073173.6,3615395816,7108273.05,-6743142.28,7,6248077340,371324636.7,7,10983904233,253634337.7,277913971.2,172002955.4,21999483304,4009556387,113198404.4,72780918.43,199068937.6,1624826428
3479316,2878663132,2361138686,60893402.5,499131464.4,1608125100,160940937.5,479610003.2,2620249998,213170562.1,-34153070.48,7,1038965039,90414461,7,3636257992,100086184,245897408.9,257501405,6191607285,66373727.22,15856919.53,139270000,328384241.2,1226943521
2786381,11143485046,9920150682,523721948.6,649137636.8,7266669784,170341002.9,33252342.47,13883965891,2568890569,11583436.47,7,1168163564,519418801,7,22642631787,15719425.58,170198409.9,288370649.2,26047764065,4563526924,8926631.26,117786193,79669569.49,9187469103
62331,28897411149,26603041314,77099148.59,715559938.3,5867242900,307954750,250000000,7589626467,256944040.3,47288954.94,7,3061834137,112492206.2,7,25283606610,98139350.62,789743484.9,412371143.1,33798055235,3157817475,70665588.01,347343750,269371482.2,3665891675
2893562,11943356934,10601002896,14255552.14,910899535.7,3162056055,389647631.8,320000000,3630546432,22430000,36909882.47,7,1686699807,12920435.12,7,12403282287,32446281.89,106047848.5,172002955.4,15731608288,1199334141,6984403.12,173127394,253721211.4,1246676761
2812981,2728869245,2367240308,94080823.06,247367002,2470875467,245199949.9,20630000,1342258522,6858976.8,7293084.65,7,-1932956801,158112585.9,7,2949309354,36709925.41,58304526.89,32378992.99,3009282066,117438039.2,11918379.77,1227360,11386324.24,929890955.1
2801960,2865379107,2178514423,540102291.5,127000624,2141413309,320095367.3,1274630781,2159204731,64800081.56,-20924938.5,7,1057923614,105163087.4,7,3566946324,28310165.65,233969829.8,353085870.3,8013798411,1121303949,18965336.05,5237043593,14478029.85,1082327963
4345862,932396471.7,973570297.8,22335235.44,322835486.5,4442059232,109397557.4,28000000,2033423490,236324631.6,3414213.59,7,-700065151.8,27927997.45,7,2723581189,10856252.64,92088567.52,335924248,5623913716,17269984.92,3281088.72,37107145.72,12104782.77,627903245.4
3964649,30834654530,25164792618,287524499.9,684708187.4,1513451675,1358670355,28232114.75,4285359651,201762268,-88691041.24,7,10853403317,650794185.7,7,24073395954,1748073733,243902857.8,422882573.2,39473391655,790724499.2,2931338.35,14508833700,256606598.9,910175452
4713752,585575782.2,535266772.9,1051650.75,307574501.7,774854633.4,83499084.58,58000452.41,1855699957,28003497.69,-8479929.43,7,-1184494889,33717272.75,7,1999794700,37239274.33,13207791.43,23930600.6,3748011898,14074451.18,13867318.71,1600000,3243572.31,1426980101
4580203,34404046688,29880232195,126899177.9,741069128.4,1788270650,415342814.7,17330700189,11527451515,48543323.58,-24192305.86,7,7435487608,208609947,7,8962500290,162114207.2,71309813.88,380895457.5,22496654773,1340559588,12242684.25,20380920,278856000.3,6440701009
3078378,19155000719,13929533440,551033804.1,425668318.4,11238920101,1078061162,679467649.5,25944881092,463523385.5,239051307.7,7,10573047320,60321458.94,7,15077365257,141088223.1,2595302743,118185384.3,33820999568,242626080.1,605574.59,33674000,194269294.6,20334691141
2626001,3834976107,2707488205,194025051.5,1328412859,2357596426,220862085.9,1779032386,984305103.6,158290705.6,188333700.3,7,1564673333,102646148.9,7,9277016116,26583295.9,391475601.2,322834412.7,13076009777,3897096129,40331767.63,1029543624,586696085.1,18343062.62
329938,8976374629,7936795181,82997915.51,520217381.1,2440090320,109614613.4,3735800,2869192501,166884170,-2404873.38,7,1048274879,28574071.71,7,7036690196,72893127.94,128521802.6,164690986.2,11443472566,267982123.2,5325482.608,51170000,49450563.69,1638067860
858865,4517995996,3967195936,598604215.3,558955035,2171278284,238160951.6,713549115.2,1693740486,12548078.8,2710924.09,7,1387267743,34812339.84,7,4423114535,72245206.08,31533137.02,91562491.63,6673569147,803382190.4,1303409.88,52500000,49517024,174074121.3
4435979,70911900244,49578236080,5119293719,18800120191,52917508819,5516396064,938559605.3,20064730190,3438597862,467075811.6,7,26089278918,2244760821,7,2.1E+11,103078650.7,3784768576,24463597815,2.55E+11,89015354312,725952304.8,1280747792,6625044928,5630138102
1874536,1692982828,1247700130,126485761.8,1244787232,226881008.7,239164928.7,48788773.94,5778751576,15039799.45,-10394522.43,7,-1821159355,72344865.6,7,10759182087,57555679.88,245994215.3,319824837.1,13738832576,235855444.6,29876709.71,515924511.4,391706548.1,1619951182
1389871,13829217053,12680536047,71758050.55,138585368,1911207293,272603142.6,4908490985,5455353646,15552889.86,-4141486.13,7,2158942144,37640617.1,7,1765867706,262645584.4,88346119.83,46900459.17,6799641641,22832724.94,124393854.6,150000000,37936269.38,3214275246
4488794,676642192.1,289595350.3,7350759.72,181624745.5,443772400,77927225.29,41005491.32,2241200134,17390047.22,12376031.86,7,290392875.3,40105016,7,1754361235,20944272.88,55933330.52,19552809.61,2876048555,11236873.82,43284165.07,175161360.3,21331163.65,1302646817
2659712,4703671877,4127215719,37313486.84,71782453.85,1390475816,62690366.21,225913201.2,1593417297,81248868.29,25577017.41,7,-644047920.6,93389775.68,7,3731678766,2206425.42,219920986.4,268257609.4,4618768967,37372.5,2354882.218,124991800,20266930.43,1148158122
4923064,682225076.4,461839085.7,39336843.16,310236448.9,3342600000,41424177.48,61466220,1156484529,23829425.2,29822819.4,7,-803665639,23658768.98,7,3171964805,9540172.34,244666627,23930600.6,3614107820,7685954.6,10403636.34,23100000,41103066.14,38624388.83
1616295,302076097.8,254802337.1,4520182.51,32932256.25,157383390.6,22677057.39,155110172.3,223311310.8,419154.86,3922776.826,7,-449918968.9,11365,7,400742175.6,19792989.23,14982424.16,19552809.61,472714240.6,504700.8,3923462.44,127261525.1,2485450.38,151040574.6
240886,2804849845,1269882661,481578730.2,1955621571,2680900000,355988184.5,19736219.98,1179405469,54432697.7,194832176.7,7,1573359103,119947740.2,7,15314467329,22533843.53,709513999.4,228929894.7,19563424297,8590871627,14046473.56,112700000,788657321.7,90804432.7
1667495,530450787.2,200858028.4,48051944.88,32548969.14,257000000,65313691.42,7553802.73,378964349.6,4626471.742,740290.18,7,427810336,48343524.7,7,414942289.2,24206689.32,2730150.03,19552809.61,1567711934,7649553.39,4771334.15,248873939.6,9873081.59,91923943.93
1922317,3276052000,1321022612,17307501.74,157804709.8,383500000,260596530.5,613114474.1,1833237064,34287767.88,-541126.4,7,1306006338,61417130.33,7,516093111.6,108632239.2,8249532.06,26862911.21,3261229960,30955916.02,15915311.52,286358490,2001834.87,1276025169
2684055,24954503285,16195654783,49544212.81,11327227279,25227359906,1075246213,7873763932,9971506788,2085502153,2341812304,7,10172305824,571741838.4,7,1.07E+11,105347888.7,5844775550,6739235676,1.3E+11,55595710777,9650073.17,430317550,1051520691,587979505.1
4427143,3480634998,3039988879,75149229.15,414952161.8,2186412555,7515000.82,19900000,3594927708,86726597.28,29278163.4,7,1051225839,50189788.07,7,3970649696,33016865.97,848512776.8,161681410.6,6910118340,28314862.8,9990763.74,638000000,18244439.99,2538111578
891223,1106281900,996301145.5,14754796.47,163213066.2,65359062.73,30864384.62,4598539.854,890681938.9,14833007.91,-14495467.07,7,-1265523797,8293081.39,7,1030092116,14246207.91,266693761.7,19552809.61,1541457066,18257681.93,6408865.25,213716509.8,24811837.26,721701627.8
2689367,9582081344,8728140718,390310570.8,222258002.2,1969100715,552709302.4,22348309,10599629697,154603136.7,11722134.21,7,2815819517,18640425.26,7,6115864490,170525161,243284256.6,11324499.42,12488507958,870823468.9,1803881.52,5000000,15881966.19,7462627235
4382140,6649851992,5805672831,258227562.4,1573946388,3186755108,860340177.8,223612589.8,2813521805,53345123.38,14799649.63,7,1898957523,58550990.69,7,6243987539,727681933.9,107669495.7,256325210.9,11666786818,133560678.9,54848.95,115823000,334705568.7,136745705.1
3043328,14558436762,9528575357,295455058.6,576468478.1,5892910000,690366985.3,1573255957,11126955318,215579652.2,26506280.86,7,4443797894,375577541.8,7,4721288594,177196508.7,1138286.19,103285887.3,15278798549,164450535.4,20586228.85,35015060,40678173.11,9869460751
4722594,6368677185,6153961590,310459724.5,1674370546,8704598938,234179193.8,430057483.5,1105431012,18382542.46,175874012.9,7,793356655,97274506.25,7,21850992400,21023572,878404720.8,450297868.3,26798308243,4185103659,151986370.1,173197330.2,94121588.39,647672615.5
4345415,11126355400,10013717598,458805877.2,875658893.8,7425596671,52368833.95,272151091.5,15345699030,1217047257,-5226100.7,7,486943671,99186236.71,7,23730910605,105423558.9,1991255534,321147800.6,27575087546,1541098149,201276852.6,302720400,60699975.4,1072422996
2298161,8133197165,5734224870,32570308.19,1443024759,14119823441,751819695.2,5000,15994484889,2600195375,-7792937.61,7,7317002490,29303151.9,7,31122285706,83415861.91,261890795.5,676710047.3,43811501216,2541111294,51247769.34,433843331.5,349201687.6,1195588443
57559,7237981452,4857827539,91208996.18,3345088014,20174635622,299401667.9,3315192.7,14965738448,609173823,74387863.75,7,2729319019,250786927.2,7,31581606137,126150761.5,3022397773,1461654838,43015504958,6156339617,20446957.65,621427610.3,670064108,2298791601
4445647,1110175620,727489945.2,5774702.81,240081669.5,517276368.6,200537783.7,563868572.5,2383070458,81402086.38,18105544.24,7,995387289.8,13625082.63,7,256219645.4,58708806.76,79225208.72,116232292.8,4045811825,28507494.86,21659750,60411286.42,19567868.89,2214649977
697453,5517686135,5092469554,219768210.7,570824595.4,4227078251,40077376.33,966198217.6,4300448410,1460565785,17959312.64,7,321426283.3,86267010.25,7,5341308666,65611130.24,491675633.2,161681410.6,8344713589,147520395.1,19957771.13,805342.59,39011572.56,1806191041
85904,104657977.2,126539105.3,76235731.26,93809495.91,7100000,69865907.66,294521410,81209525.82,18698009.43,-78093.49,7,-203462771.5,11395835.54,7,1456393070,8040527.74,476048.86,19552809.61,1534320009,2323820.02,1249875,43088542.4,50548572.02,16261110.65
3864884,4030647813,3239555743,406306476.3,1184698984,3469874657,174966515.9,125761217.3,3495186873,326519000.8,43235234.51,7,752709467.5,91332052.03,7,7999063961,52446841.27,571799067.1,291710203.3,11689735163,223419131.8,76360600.63,291652679.1,137867732.3,1486600347
1704141,1.12E+11,92649616206,2654244964,3087333981,25170014634,601241237.5,47171108815,49638366583,563086610,-171711921.6,7,19737192610,1996887445,7,50041775826,3281062510,73897241.58,2343971738,92535386808,669948930.7,1387699269,1325534437,1139144006,18903827062
3758652,885614821.1,685315182.9,39559827.51,340575168.3,542238668.6,110252988.8,5081843.38,2324896456,268412452.3,4324126.96,7,504361858,4969333.04,7,1306613252,47463174.74,91239118.97,19552809.61,2577067366,8624835.81,62967230.78,300000,7692438.63,604517177.9
4578053,1172553104,997236089.9,25539559.06,457882595.3,1997743622,15220557.25,5500000,3382011887,9020704,3552524.77,7,-270461182.4,25920284.32,7,3431854975,18227952.11,139254894.5,336200251.5,6001618752,21974031.13,782000,252150001.9,22895438.39,640014875.8
3015571,10785629767,9237293310,265932318,1634081534,2134385759,372652246.9,1087455255,3260584035,372631593.1,16603058.44,7,4587399427,305825991.5,7,13361677447,153427056.3,250290306.3,344251790.1,21630126543,153188653.2,50444987.1,757180000,286097233.8,796682643.1
4227556,5116546057,4312985365,41470626.02,186830828.4,429156606,40105252.95,484125840.5,4125616263,246319046.1,-5640693.34,7,777360906.1,31728827.99,7,1262085185,99598591.61,15004532.24,265020271.2,6651137855,68204048.28,1502793,1969520000,107045622.4,117943290.4
243988,2708825167,2552743218,241254898.1,1722142221,6631288143,188929981.7,5000000,5540363693,660417625,-72639911.58,7,513698081.8,137551082.9,7,12442961773,9672061.32,176632391.7,269048413,17195137923,1453691609,1817000,214738766.2,35829075,648187951.2
1820481,3583534105,1240916434,25606408.4,140530981,106449694.1,248970973.9,759511803.7,2430542193,14414433.37,2716677.42,7,1898229253,49811014.56,7,533597633.1,81160908.3,6533518.13,28166693.72,4140859202,42719718.4,57484449.58,122283390.2,4213171.32,1413428109
4666939,23088941220,20668587646,245881658.3,555794586.5,1583000000,585302914,5214456924,7418764401,116659858.3,10858134.04,7,5056927497,145527680.5,7,4644206043,111836588.1,74070363.16,325135749.1,13855221867,712112681.7,8157203.5,4727490000,69186627.91,3992595272
3321981,4115696396,3382793698,221272646.9,550784291.1,2809438877,176493772.1,184386618.9,6623960466,58853207.32,39400734.2,7,952836120.3,14932443.51,7,4474668275,23844050.82,824536295.3,241941299,9103113140,142372628.8,132921358.7,130000000,64273296.93,4012057774
1914698,13046256285,11329567589,270110086.9,1083363632,4666420899,380016036.7,103323659.5,3029962718,30340694.54,-11277434.64,7,2751060444,176715172.4,7,17387469573,71270204.19,120615776.2,368667846,24444193026,427809636.1,12121282.83,365963101,59112715.6,130946315.1
2743486,274846038.4,150572207.5,2962991.38,93023147.04,252336879.6,46445955.18,5600000,1127518801,78378962.19,-3599948.15,7,405711892.9,51997637.11,7,341685703.4,12432002.73,8221585.03,19552809.61,1631164795,1408370.65,1001482.52,726221459.2,6406323.01,739938238.2
2745216,48671819.28,37840315.11,20078.92,69311452.56,454550000,24712518.58,722597240.4,226169956.3,27393914.15,-1210115.03,7,-512613494.8,1984385.378,7,847827196.6,5810814.1,-1276271.17,19552809.61,898802638,123000,5164362.83,133061525.1,446475.37,175324462.3
747572,829221911.4,809905448.5,95850308.1,271964282.2,64841766.75,30223743.53,107691398.6,282721845.2,67489724.45,-5786.27,7,324306566.2,2177216.72,7,3296933647,16168664.05,8438592.3,222809231.3,3934937101,62332797.12,4124278.12,215950870.6,62521432.76,6261811.46
1046082,4100278616,3246866361,100106335.4,376653865.9,1985791686,102729237.5,592358229,2660947475,50509512.52,-4441159.99,7,1210188118,20060496.69,7,4861010353,37624098.02,38984493.11,362547879.9,9008290720,185414764.1,3276932.42,26200000,262680679.5,1264991799
135402,514527438,273776228.1,5817401.2,109190212.6,443022165.9,51856318.71,739326596.6,1023356850,66690002.85,3075581.92,7,243953838.2,62971458.51,7,621995493.9,5523525.08,29769261.62,19552809.61,1620878358,2858996.42,158623.26,1257942929,3058326.99,607357294.8
3389413,2293448712,1751051837,106606262.5,237533713.8,1935271904,52939009.05,88197597.63,1364992077,5968702.3,10043871,7,199400844.5,89202374.69,7,2327868398,41866158.96,75994677.72,251558350.7,4173382731,54408692.54,1735779.23,5300000,29015202.39,484615774.6
3507760,3375298869,2617596004,257562040.5,307254886.7,1777834003,371552920.2,250134393.4,5289085636,77999919.59,-2548994.51,7,2619672420,62703527.97,7,4827705018,30327379.26,202652338.8,241941299,9926635027,211927154.1,74159133.21,15675250,304656479.3,3732934276
2151056,3437604134,2990463547,203532183.9,611054903.4,2026553455,79728979.18,1926192133,4205993927,537931.05,-2871465.91,7,-877237483.2,14820982.17,7,5490581490,61643367.72,207214992.6,534678589.6,9437880304,298124851,1703901.25,5975000,239904647.2,333452201.1
2769232,19914637495,17514407274,875749546,2227836864,17070814449,3199013686,535670842.4,51564645282,800680498.4,711993907.6,7,1918450749,8000800.25,7,33421473386,189428433.8,9741611287,513747601.3,70194478907,104275468.6,286429908.6,29428565639,349199939.9,25724155450
984269,3817998179,3200833695,16389542.49,544717877.5,1064623013,86562061.04,406603494.6,1254187599,50549925.73,28735732.9,7,648221680.5,23820888.26,7,3264897359,4364603.27,282246281.1,265020271.2,5864510237,78893529.08,13747763.03,17068027,168223530.6,766607469.9
2221034,2212866454,1883526920,196246601.1,113809869.8,863495994.3,78679259.15,92459230.38,2169539057,29972849.53,6519119.38,7,546454893,43336172.12,7,1881089141,27466292.95,120529529.2,32753249.32,4209246091,118338982.2,2343870.17,601734800,23364027.9,766242593.6
1490049,2795244197,2676683027,15548525.69,742298343.8,997277214,133032903.6,286688312,3344288176,45771682.97,-1003421.61,7,1002110449,38742044.36,7,4131897273,20383783.12,49842298.86,362547879.9,6946844167,345662927.7,20095516.49,274784869.9,47973817.42,47241147.08
1596218,96836816.77,77027008.56,1558735.77,32932256.25,44280298.12,31237368.25,155110172.3,178044681.5,200640,-876752.8,7,-481710221.4,6397935.59,7,314245100.7,2237410.63,-996666.39,19552809.61,365434954.3,16446665.87,3212591.992,54357337.5,7650753,36558271.83
4010953,3090611048,2806718470,61075110.38,630241872.9,1422128207,135194187,27719100.68,2017703685,305390.48,2058369.37,7,189040430,16142042.42,7,3351405128,17813616.03,134978143.7,106536853,7552631756,126839515.1,4793774.17,270314294.1,44069279.56,264643468.5
2844622,128552232.8,45959215.4,87124852.3,15546970.23,329419900,28026201.61,482139365.7,159336292.2,42151578.49,-5413.96,7,243305451.8,2833542.02,7,921115129,6292895.98,361533.24,2927302.45,1673114252,497267.2,4019526.316,326904027.1,5026161.03,20286114.97
1059063,6062892052,5309141856,483416908.8,488457951.3,3993589133,76760607.13,5808121.39,4746036957,10631967.18,55602729.18,7,887502721.2,166573685.3,7,6530162782,41301883.95,530003653.9,151571277.2,9958127174,94421996.06,18167590.45,8018000,62518997.01,1762526349
819311,5902412006,4693272205,57424399.89,284028977.1,2033475969,88209899.41,1485763170,2959217676,11820590.29,66725403.49,7,959783597.1,79565822.46,7,4018240670,112078708.1,431964995.8,362547879.9,7735084868,36209181.3,26083965,14111500,52896398.83,1074833821
66252,2844133735,2251122847,40297159.24,105922377.8,1283290164,44096029.39,133700000,1560623610,12824891.19,2787396.96,7,121175266,207498553.5,7,1562514774,11110037.76,74769586.87,32753249.32,2965191554,85479930.84,7114930.196,40500000,11670817.85,844519968.7
1480050,518740042.4,374943534.6,57179909.63,15774946.93,16865500,75645886.46,630502064.4,521803493.2,44057235.2,-318410.03,7,552357292.4,37635286.5,7,200370061.9,13459730.69,56873144.21,19552809.61,1332580988,111689159.5,1966311.116,1261383430,2770928.22,357203389.6
3980150,175904553.1,157475624.7,73714041.55,98421658.23,101000000,95295335.07,275712000,420347455.3,870000,-3305179.93,7,-3631808338,12307359.07,7,3076525958,5555177.28,66370558.17,20715666.91,670511017.7,1355190.4,29831378.75,212008228.2,24960398.41,90704859.11
1759376,3798966068,2491257392,158633037.4,227466921.6,21997195.91,131332778.5,0,1351009314,36696281.04,53395933.69,7,-257625878.4,798422322.2,7,2048082820,73615893.38,126905986.6,47040546.05,2894326113,790648918.9,7382847.56,2613060000,51524399.45,527739426.8
973439,20221332526,12951140546,507687603.4,2483646569,24254529343,533885324,1363835322,33294240423,1063082981,222094424.7,7,10113806710,110745672.7,7,21175016303,470554921.6,8603834594,87935745.48,52886586120,220674209.5,264114079.8,2129000000,22358204.84,18864249818
279167,7956638206,6073836204,51047593.82,1922789095,4049725789,206441476.3,34346757.92,6789613754,8975870.83,23641670.39,7,2028449829,140452747.2,7,14345401026,86433997.43,319403229.4,182769255.5,19545770110,859172238.7,2048155.22,890178681.4,717221321.7,446990244.5
4300989,3533387137,2475580878,8529780.59,79569718.56,464460000,172136265.7,709558393.1,1162828885,10003430,62094552.08,7,1753322880,15220197.83,7,870049423,88596829.88,151780969,122723379.9,4317664865,6907426.29,3993019.37,5288327880,7467512.82,954359816.5
2742741,75649475026,71466435762,828425157.5,3170043336,22798162735,156520779.8,1160048594,19277138603,24268906.48,66730309.6,7,1871418317,52333371.98,7,73343584062,7646640796,1430368271,3072578152,79323965004,2727575203,10721731.1,1287766895,479652004.9,2248613289
4765852,1155832460,879529596.9,12776730.03,272087870.8,1071880000,25728464.71,2197500000,3192760611,40675139.32,617663.36,7,653448939.7,100655580.2,7,2410791004,40212859.39,2642474.88,124431852.4,5012915611,1966112.37,51726164.6,335825240.2,742221.82,2058833082
2218121,2898628462,2328079946,10131707.81,66291860.03,493094276.8,129686481.6,122016669.2,1152323359,26687730.4,-39771.54,7,879438582,51562799.75,7,1995939614,25141079.72,61853045,255025712.7,4609391666,57972740.03,139058.91,80000000,35826938.71,21441584.32
2324702,4014476168,3320235414,34441192.87,435810642.6,1958677360,116156117.1,470693623.1,498356747.8,2897832.68,-10795101.09,7,938752558.5,38501277.04,7,2751162777,13669113.25,34323945.64,268257609.4,4774441152,55600425.78,6815951.38,11390000,305781684.4,214936026.2
3088284,3014873284,2552098125,34892442.47,688215761,1735679846,51460647.2,28519034.93,1090917382,20003270.81,-1687751.16,7,461962415.1,18120428.22,7,3386275440,8079585.91,-6947508.94,268257609.4,4567743407,15729274.2,2485209.114,40000,234226129.8,40671989.19
3587150,1199992467,1098665875,123989275,51341836.54,260364477.2,22956090.34,433785920.3,180363850.3,1388701.23,-2631347.42,7,210023214.3,15615500.68,7,425000200.4,7915778.91,9487634.43,19552809.61,895473349.2,7020553.64,2262261.284,221654000,3066555.69,41564646.9
3411968,2511416237,2020392462,48461017.8,58154734.84,957508897.5,72155300.96,8505.44,532819014.3,4293961.94,-1042222.47,7,606022783,39664308.22,7,1787466482,57792739.86,10905281.18,32753249.32,3422701650,120419047.1,6633478.734,165000000,50770789.5,306244840.3
349490,4859107862,4019530007,56608452.65,53826915.93,2191814994,122595231.3,1996968245,667754063.4,23346259.98,-4481814.33,7,1018835030,46374647.51,7,3177016842,23363117.69,-5009820.18,268719972.9,6065098465,172402076.6,2396158.844,3500000,314183837.6,143738225.9
2856451,898142578.6,639751059,7457624.44,93023147.04,0,42165385.64,920000000,658619457.2,8633914.25,2998220.88,7,304798349.3,128153829.1,7,648585112.6,23191026.56,15360468.43,19552809.61,1305060258,502848583.6,410539.91,2000000,21116240.36,145181285.4
