TICKER_SYMBOL,ACT_PUBTIME,PUBLISH_DATE,END_DATE_REP,END_DATE,CASH_C_EQUIV,NOTES_RECEIV,AR,PREPAYMENT,OTH_RECEIV,INVENTORIES,OTH_CA,T_CA,AVAIL_FOR_SALE_FA,LT_EQUITY_INVEST,INVEST_REAL_ESTATE,FIXED_ASSETS,CIP,INTAN_ASSETS,LT_AMOR_EXP,DEFER_TAX_ASSETS,T_NCA,T_ASSETS,ST_BORR,AP,ADVANCE_RECEIPTS,PAYROLL_PAYABLE,TAXES_PAYABLE,INT_PAYABLE,OTH_PAYABLE,T_CL,DEFER_REVENUE,DEFER_TAX_LIAB,T_NCL,T_LIAB,PAID_IN_CAPITAL,CAPITAL_RESER,SURPLUS_RESER,RETAINED_EARNINGS,T_EQUITY_ATTR_P,MINORITY_INT,T_SH_EQUITY,T_LIAB_EQUITY,OTH_COMPRE_INCOME,C_PAID_OTH_FINAN_A,N_CF_FR_INVEST_A,C_FR_BORR,N_CF_OPERATE_A,C_FR_CAP_CONTR,C_PAID_INVEST,C_INF_FR_INVEST_A,C_PAID_G_S,C_PAID_FOR_OTH_OP_A,PROC_SELL_INVEST,C_FR_SALE_G_S,C_INF_FR_OPERATE_A,GAIN_INVEST,N_CHANGE_IN_CASH,FOREX_EFFECTS,C_PAID_FOR_TAXES,C_PAID_DIV_PROF_INT,C_OUTF_OPERATE_A,C_FR_OTH_OPERATE_A,C_OUTF_FR_INVEST_A,C_PAID_FOR_DEBTS,DISP_FIX_ASSETS_OTH,N_CF_FR_FINAN_A,N_CE_BEG_BAL,N_CE_END_BAL,PUR_FIX_ASSETS_OTH,C_INF_FR_FINAN_A,C_PAID_TO_FOR_EMPL,C_OUTF_FR_FINAN_A,ADMIN_EXP,A_J_INVEST_INCOME,REVENUE,T_REVENUE,T_PROFIT,OPERATE_PROFIT,ASSETS_IMPAIR_LOSS,COMPR_INC_ATTR_P,OTH_COMPR_INCOME,T_COMPR_INCOME,N_INCOME_ATTR_P,INVEST_INCOME,FINAN_EXP,SELL_EXP,COGS,N_INCOME,BIZ_TAX_SURCHG,NOPERATE_EXP,COMPR_INC_ATTR_M_S,INCOME_TAX,NOPERATE_INCOME,MINORITY_GAIN,T_COGS,FLAG
3347127,5,5,3,2,1829139780,5950940.8,1612272624,920933693.2,50135569.06,816278580.1,10562453.22,5249570494,1694698114,784173203.8,296864236.8,354438522.5,147653062,74112107.84,19986590.05,88502501.85,4569071070,9818641563,784884351.8,310770430.1,305145070.8,24141077.68,425335471.1,17956869.55,302655952,2913067922,12571078.64,363643147.6,1225453103,4138521026,1242196297,830306372.7,247448197.7,1836126648,5037415761,642704777.1,5680120538,9818641563,881338245.9,331800000,231912510.4,1829654579,-21025474.41,276881924.3,175649175.4,1290896020,1402256490,467772991.1,1049475089,2215040236,2418500066,19692053.98,193762014.7,-4708638.08,369260319.4,262686771.2,2439525540,203459830.2,1058983510,2133729609,1728877.01,-12416383.23,1137400911,1331162925,72219573.83,2715799996,200235740.1,2728216380,229582686.7,32764138.6,2389022827,2389022827,1279102251,1179156063,29929851.55,483022168.9,-413266629,621101629.8,896662321.6,425849259.4,98828042.6,329827311.8,933674905.9,1034368259,13873224.82,3435038.08,138079460.9,244733992.3,103381226.4,137705937.2,1635716023,0
3381868,4,4,4,2,11599342300,12618950.22,642357547.1,743893059.5,625320454.9,13517248169,1224030861,47116363474,5648668700,615965200,48390200.62,412010100,233455852.4,107387900,39267711.59,350391400,12503396553,71970225100,3112510422,971076998.6,708678972,214154700,34346900,1068139800,928978256.6,32180654238,77576964.29,11291100,14545710718,65517453200,1626766700,313194400,2573691400,664970400,6340094000,112677900,6452771900,71970225100,57672200,3849910810,-2583814100,6017245664,-3478318500,1174306580,10828382500,8416074700,5361316196,252187500,8326665600,4234560872,7251075100,88985500,-6054627300,11455000,367913700,3949700,10729393600,2266124600,10999888800,5803930800,3725666.33,-3949700,13721902000,7667274700,171506300,3839042800,381002300,3949700,1031712943,88879300,2363929900,2363929900,814070600,813129600,673793700,868641700,137645700,858938100,730996000,177864800,104442757.8,358909454.8,1550800400,721292400,103531800,4761200,-9703600,92778200,5702300,-9703600,1550800400,0
3387626,4,4,3,2,211189653.5,16616600,238015084.8,25752505.81,63702516.07,747437800.1,0,1302714160,29652320,57153439.33,25958549.34,361286969.1,10566311,53388318.9,1022124.26,26704804.57,655145738.8,1957859899,272000000,317843951.3,18319714,889321.8,1856574.26,4724847.15,20302885.09,1072113527,410000,1206221.022,249118936.8,1321232464,311000000,184443435.8,23240778.59,83059161.04,601706609.8,34920825.67,636627435.4,1957859899,-36765.68,59711158.56,-31621687.59,490195508.4,92617971.63,88821701.85,97292405.76,18068027.2,464327717.8,27827119.85,59255194.17,623514557,625276782,1774598.578,-37098385.4,-320170.2,8332495.14,41602640.68,532658810.4,1762225,49689714.79,486656208.4,691177.5,-97774499.24,88333481.61,51235096.21,49689714.79,490195508.4,32171477.62,587970007.7,38700753.14,511657.25,832787007.6,832787007.6,15770451.16,13210183.51,6801639.3,12937213.19,-8620.4,11233027.65,12945833.59,12764256.15,34936926.63,3972066.37,727921688.4,11241648.05,7243750.28,1131459.42,-1704185.54,4528803.11,3691727.07,-1704185.54,819576824.1,1
3433369,4,4,3,2,267347778.4,11521460.78,103147982.4,7779877.27,24689122.83,130041684.5,3911623.17,538695764.4,57500,1042686.34,20603595.21,397461013.1,4040726.71,196961086.8,12961711.79,2955622.47,615916503.2,1154612268,40000000,17679451.23,3162385.52,7837260.8,24901069.25,219543.912,48845820.69,145335170.2,14376120.78,1262646.5,15638767.28,160973937.5,301080184,518186429.7,49483448.58,102128156.7,970878218.9,22760111.15,993638330.1,1154612268,12233982.19,15705753.64,-41596155.46,90000000,25443112.45,2625000,1020000,18104491.96,240406486.1,49602034.77,79293372.06,388618847.6,408865824.2,20835006.06,23395505.53,98766.73,28895800.03,3179206.34,383422711.8,19818543.85,59700647.42,50000000,64706.96,39449781.81,243452272.9,266847778.4,54063452.97,92628988.15,64518390.83,53179206.34,75664108.61,22686.34,368121399.8,368121399.8,18054066.05,11418243.44,776603.62,13323820.43,1761614.548,14126191.37,13323820.43,2875742.2,-1033252.39,34669374.33,229059281.3,14126191.37,21085230.52,92423.53,802370.94,3927874.68,6728246.14,802370.94,360221346,0
3442632,3,3,2,2,995027930.7,28561573.43,4870759.94,23232139.41,14594579.73,2195090886,23008027.59,3256254781,5008383.45,22493045.29,305537652.8,814991686,83558138.91,50354249.24,1648446.04,20255011.81,1220288475,4476543256,100642090,199563907.8,706130790.6,62868554.12,16452392.33,1527325.68,76927632.63,1064987844,28328762,17339979.53,1067972908,2132960752,316804949,861345887.6,609041019.8,462444807.4,2258266177,85316326.59,2343582504,4476543256,8629513.76,11550117.87,80782625.18,561162229,-203281060.1,25365672,320000000,405541961.8,2649123524,235038628.2,386939934.2,2999098158,3009718752,3293614.13,257353978.6,-189.28,163587121.1,94730192.9,3212999813,10620594.06,324759336.6,93370000,920581.33,379852602.8,619342362.5,876696341.1,4759336.61,567952795.7,165250539,188100192.9,147575692.2,-153575.05,2219170986,2219170986,139660282.9,132616281.4,139644.81,103000641,795964.32,109564447.9,102204676.7,-1082038.59,-20409500.23,189512423.9,1753007312,108768483.6,20768741.42,314539.59,6563806.93,30891799.28,7358541.02,6563806.93,2090594314,0
3447608,3,3,2,2,258713070.8,7865730.12,1455078.73,23434300.28,34843.34,51289394.42,28000000,362926687.6,179285833,22307298.54,67446423.13,131456233.8,39294412.03,2707575.12,13445569.68,980193.4,395321828.1,758248515.7,67500000,123733850.9,11147916.46,13849090.82,5141353.64,258354.812,22469777.35,177452026.6,10392979.61,584430.25,1572898.62,179024925.2,224319919,65078053.16,56226713.74,231845613.8,579223590.5,7976839.668,579223590.5,758248515.7,1753290.75,824966.038,35825295.98,113100000,25513981.23,59884664.9,175991611.8,214241948.2,1215081300,35082596.35,197838811,1353384259,1362499675,16387281.74,47880082.07,1423587.12,34683207.24,13459195.14,1336985694,9115416,178416652.2,141870000,15855.44,-13459195.14,210832988.8,258713070.8,2425040.4,156489926,52138590.32,13459195.14,46039651.69,-462076.07,1180308849,1180308849,50187489.03,49507756.09,-118304.75,42148124.05,768787.5,42148124.05,41379336.55,16234480.94,497589.66,42305444.9,1048689695,41379336.55,9621497.02,43038.09,2965647.032,8808152.48,722771.03,2970193.602,1147035574,0
3465817,4,4,3,2,6.55E+11,557681669,878145437.9,3787784826,3118311296,47680453079,3842883544,3.544E+11,2.79E+11,1484000000,1684000000,26504000000,5248600000,3292000000,156278959.8,10291000000,2.0241E+11,4.73E+12,15082600000,2248411959,7741500148,6068000000,11656000000,45349000000,8450049143,4.31397E+11,71821303.85,771000000,40439007529,4.42E+12,25220000000,67523000000,28690000000,1.39E+11,3.14E+11,656000000,3.15E+11,4.73E+12,430000000,6524400000,-1.76E+11,28274600000,2.72E+11,84000000,7.88E+11,6.2E+11,56872768034,59612000000,5.79E+11,53665361926,9.97E+11,39675000000,1.22E+11,3449000000,19750000000,15656000000,7.25E+11,8501000000,7.96E+11,33514000000,1297000000,21879000000,3.5E+11,4.71E+11,8125000000,74087000000,29330000000,52208000000,1847087482,158000000,1.66E+11,1.66E+11,73431000000,72769000000,31681000000,64575000000,8665000000,64714000000,55911000000,5762000000,290792516.2,4886309074,93094000000,56049000000,10425000000,148000000,139000000,17382000000,810000000,138000000,93094000000,0
3473078,3,3,3,2,302249922.9,326021519.2,478207531.7,27257106.27,15678535.03,487725248.3,168833.41,1637308697,0,157507098,0,600698700.8,0,78429130.83,0,11060994.69,876464703.7,2513773400,390000000,236884745.4,70995268.5,11418167.66,16205970.67,5578507.21,975682.36,1470852342,0,30900,30900,1470883242,252150000,444467775.1,37125632.24,296293468.7,1030620695,12269464.06,1042890159,2513773400,0,800000,-178828573.4,451000000,-304866466.8,0,129500000,577542.88,331423865.1,72123298.27,0,140650459.6,179153755.2,0,-296893122.3,0,32629098.58,28398542.16,484020221.9,33257216.55,179406116.3,434999540,577542.88,186801917.8,332720237.5,35827115.19,49906116.26,651000000,47843959.99,464198082.2,61817355.95,-738993.29,724344246.3,724344246.3,77811909.51,67583745.16,18079100.56,65605452.42,0,65319670.32,65605452.42,-6100242.92,-5454057.33,41351390.3,531324919.1,65319670.32,3747549.63,699296.79,-285782.1,12492239.19,10927461.14,-285782.1,650866258.2,0
3485392,3,3,2,2,2.74E+12,557681669,878145437.9,3787784826,3118311296,47680453079,3842883544,3.544E+11,9.28E+11,6186200000,20978000000,1.55E+11,17424000000,26117000000,156278959.8,78640000000,2.0241E+11,1.6E+13,44223200000,2248411959,7741500148,40511000000,48873000000,1.93E+11,8450049143,4.31397E+11,71821303.85,43000000,40439007529,1.49E+13,3.25E+11,98773000000,78594000000,3.3E+11,1.03E+12,1553000000,1.03E+12,1.6E+13,2265000000,206600000,-1.4E+11,1.48084E+11,34615000000,20638400000,8.59E+11,7.45E+11,56872768034,1.18E+11,6.29E+11,53665361926,1.83E+12,1.13E+11,-75558000000,-570000000,99370000000,67596000000,1.79E+12,2.87E+11,8.85E+11,2.13E+11,2819000000,30822000000,8.14E+11,7.38E+11,25997000000,3.12E+11,1.17E+11,2.81E+11,1847087482,788600000,5.21E+11,5.21E+11,2.32E+11,2.31E+11,67971000000,2.06E+11,26117000000,2.06E+11,1.79E+11,1887000000,290792516.2,1639500900,2.9E+11,1.8E+11,28880000000,1955000000,124000000,52747000000,3268000000,49000000,2.9E+11,0
3496966,3,3,2,2,10717683782,21200055.51,833302316.9,57223068.3,208952516.8,1052870924,14793196.9,12930041546,104485195.6,18586753.36,93396657.46,1150508351,52469220.08,687969033.3,25787192.43,7027969.35,2210207893,15140249439,509339433.4,2106623509,311689196.3,468318123.1,76971344.61,1093156.23,718168390.1,4098885630,101459511.8,10461828.27,118869193.5,4217754823,1796000000,4540382211,381172469.5,3604032472,10334734308,587760307.9,10922494616,15140249439,-8748552.624,21423918.83,72707911.74,771616865.4,1534733871,310000000,200000000,435531577.7,4806094943,1875301877,400000000,8858900820,9787562131,12552639.07,1515066345,4245.64,266862828.7,380955764.1,8252828260,843905504.3,362823666,575070482.6,554147.19,-92379682.9,8436079748,9951146093,158692682.6,310000000,1304568611,402379682.9,1204732902,4263859.1,9038761069,9038761069,1549441078,1395592652,137695403.3,1468756577,-29912079.83,1528720970,1468756577,14366498.17,-215572357.7,1130373425,5362379669,1528720970,37925874.01,22819278.54,59964393.38,20720107.83,176667704.8,59964393.38,7657534916,0
3524021,3,3,3,2,67680499801,25400018.08,251544070.1,68286249.91,368805949.3,43265975.46,4903883147,1.13277E+11,34410115665,1524325006,27010929.92,1160499694,243565669.5,489526405.9,34234298.36,230184633,51824328192,2.4E+11,1285907000,92267939.34,521245704.5,3201901513,1436481292,791401200.5,4365911636,1.05848E+11,3878381.498,111538888,31118854948,1.99E+11,5919291464,8587816549,3010703881,13998136508,39610879942,1766576090,41377456032,2.4E+11,1858423537,42702038.1,-8723379135,3852390645,25416953468,49025000,1020755903,2964520207,18494689693,2792461030,256089823,12422014557,84462115573,1288280460,52793770165,-6425869.38,1713926167,2464777992,59045162104,3605553714,11687899342,29400000,2314299.9,36106621701,37030378016,89824148181,234735905.6,38600799693,2939795414,2494177992,2494108094,337166111.6,13394972904,13394972904,6648595368,6553229249,149944160.6,6144503918,1167372532,6312885502,5022567778,3560143459,158485472,881744672.5,6841743655,5145512971,763802475.6,13886079.03,168381584.9,1503082397,109252198.1,122945192.2,6841743655,0
3530822,3,3,3,2,3854822607,18798210.38,1154210206,298241403.6,73588106.25,1344.19,107966666.7,11303450047,368151884,1391446488,1087901900,60401153.42,27527575.11,485229215.4,51974992.07,19198781.04,3895638216,15199088263,1098970870,601887736.9,734744522.7,108983746.5,81518619.25,46274235.05,208881871.5,9276420750,24568922.26,15796658.89,1938790176,11215210926,896000000,713952514.1,94006729.58,800286644.4,2558687212,1425190126,3983877338,15199088263,54441323.61,2562626.61,111226246.1,450000000,1541439207,1000000,24132418.27,430277280.2,2037725599,451144608.1,22997475.44,2739296377,4583634368,9617806.12,1893083156,89367.56,305674661.2,216654439.6,3042195161,184648828.2,319051034.1,288454598.2,237558.1,240328335.6,2779648341,4672731497,90778565.86,748000000,305160129.7,507671664.4,789739033.9,252086159.9,40195108.4,1136466455,538264018.3,525669475.1,17150529.79,450800016.1,93815365.78,562699115.4,386755296.7,695282701.7,156827522.6,194378720.6,17978220.81,468883749.6,65911364.59,5453650.12,111899099.3,69380268.67,18048193.28,82128452.88,1358970929,0
3531787,4,4,3,2,567719426.7,25039332.09,3964,146614.47,27883508.65,419086735.1,7005741.01,1021845990,86589600,237702702,412044698.3,336520892,7752792.3,1076317.69,13469421.63,884907.75,861024886.7,1882870877,202707480,96142161.27,350234177,20762322.8,12699878.5,163333.33,101356628.9,784335774.8,4419851.76,23542120.54,2000000,786335774.8,368867627,399905764.6,47586379.82,280175330.3,1096535102,86986425.39,1096535102,1882870877,84157406.73,10441476.36,-30402258,302707480,-120866925.2,46387672.11,123304780,4848089,1180508641,54057742.3,53961849.4,1269794497,1296592123,4829200,9764849.81,-549658.41,110195175.4,41673447.03,1417459049,26797626.02,35250347,100000000,18889,161034033,545236909.4,555001759.2,35250347,302707480,72697490.32,141673447,63743704.72,8124835.012,1214852556,1214852556,138764372.8,139790447.4,790872.63,103916778.5,7822525.906,103916778.5,103916778.5,4829200,-2798144.5,64788190.05,929336217.2,103916778.5,24030468.31,3047591.48,-5313994.548,34847594.36,2021516.93,-5313994.548,1079891308,0
3569394,4,4,2,2,432058199.2,9038038.968,301543682.5,20692937.14,10017540.6,295453.3,22373945.69,786981758.5,47180000,128219827.7,23742509.51,135341353.4,15200818.01,19027384.37,2190888.46,12565820.97,570636336.2,1357618095,272236000,17164839.94,31445464.03,10877305.98,26843620.85,1254484.34,21621160.85,386769307.5,1000000,3942643.03,53951102.87,440720410.4,215019177,376352841.6,28825716.56,248372304.7,863541697.4,53355986.91,916897684.3,1357618095,-5028342.47,101870179.5,-219458478.6,269236000,43660896.56,45406097.35,509753353.4,527261983.3,177103597.1,59359914.41,521987023.2,500606039.1,536078355.5,5059352.95,-52068948.2,770943.3,41123649.6,46038967.8,492417458.9,35472316.38,746720461.9,43775259.45,5607.14,122957690.6,455185427.4,403116479.2,38103892.5,314642097.4,214830297.8,191684406.8,110107827.2,695163.05,624561658.1,624561658.1,171661508.7,169461072.3,8521100.61,120610251.4,-4842448.27,131552808,125496309.7,5801340.12,-7787951.46,19214761.83,328998224,136395256.2,1847963.81,927001.48,10942556.59,35266252.5,3127437.94,10898946.56,460901926,0
3573410,4,4,3,2,574305055.6,38392541.08,992042.36,17094524.25,6751694.07,136938305.3,10487546.49,736081621.6,85750000,183679739.4,139228159,1272084222,21212064.21,380704259.4,4865884.9,116794.44,1743521161,2479602782,1968188889,165112918.4,31388744.25,1429,32472362,2653610.66,116229776,2352698058,4991618.82,20802682.35,5571810.59,2358269869,178138918,204051467.4,18813049.91,-281353268.5,119650166.8,1682746.68,121332913.5,2479602782,-9015051.934,3258054000,236235226.7,1794700000,-14979068.1,11825976,892481720.8,292763790.4,1478787995,305756573,901366228.2,1736496567,1937135745,8550000,50419017.59,-562558.204,77197109.05,119054710.6,1952114814,200639178.8,56528563.71,2229700000,617100,-170837141,141836038.1,192255055.6,56528563.71,5435971570,90373136.87,5606808711,280415397.8,30399543.04,1493696543,1493696543,15575297.49,14893217.26,2564158.52,32259705.46,-11080913.13,5491094.36,32259705.46,315525770.6,207429391.7,36242150.3,1243309496,5491094.36,24368502.24,1289667.63,-26768611.1,10084203.13,1971747.86,-26768611.1,1794329096,0
3574027,4,4,4,2,543405900,100819194.1,21130700,101096300,61159300,224584000,240888406.8,951376200,23114309.2,62884580.93,191173800,248383100,124686000,37841900,58131000,20014600,680230300,1631606500,48733971.85,413572500,123228800,823500,46166600,612101.748,96998600,680790000,2848500,977000,3825500,684615500,180000000,388970800,30108400,347911700,946991000,7433924.014,946991000,1631606500,37536292.43,42817115.54,-173610800,91282298.06,227056500,379151860.4,1102000000,1108080100,1768948400,579954300,1102000000,3308988800,3346851600,4407700,8445700,183059.118,276718300,45000000,3119795200,37862900,1281690900,73551698.06,1672400,-45000000,496977500,505423200,179690900,237158298.1,494174200,45000000,271058900,14985672.57,2857604600,2857604600,190437300,182456100,3727600,135756400,33091743.95,135756400,135756400,4407700,-835000,889213000,1497165400,135756400,19226300,1541800,440596.562,54680800,9523000,808868.558,2679556200,0
3580066,4,4,3,2,1160748673,18230192.41,51952941.86,84815816.52,64869234.83,45729480.81,327192282.9,1408116147,10000000,7349028.04,429206904.7,3962205504,505665101.6,110493008.5,629534459.3,3215055.06,6107179289,7515295436,281000000,583352359.7,616876961,249340582.5,4153348.85,7534566.376,152937948.8,2175040133,39318173.74,175013745.1,317385853.5,2492425986,636217448,3462000863,54214957.39,870580286.7,5023013555,-144105.23,5022869450,7515295436,493937087.4,104812054.1,-681873077.2,403900000,773719309.4,802616799.5,79000000,250300090.9,337682305.5,154937419.3,566026290.2,1825222709,1888019794,1510719.53,745627618.4,-640152.158,13889585.99,55058329.76,1114300485,62758128.46,932173168,393089129.5,1794001.63,653781386.2,398141142.5,1143768761,853173168,1206740900,607791174.2,552959513.4,364371699.8,1681176.92,1781431875,1781431875,245562705.5,236885540.7,4921694.1,245036907.2,296692380.5,244892801.9,245036907.2,2253018.02,11773325.87,211050788.7,952625024.9,244892801.9,2056818.8,4952100.91,-144105.23,669903.58,13629265.72,-144105.23,1546799352,0
3598643,3,3,2,2,651835545.7,120000,136168480.3,16903654.11,4720239.64,83800119.61,22715884.16,916263923.5,6124032.44,26889320.25,14032929.7,309245386.4,48780040.35,29491090.66,4084518.646,871556.75,421494261.5,1337758185,86256180,120251851.4,28107403.72,28567254.61,5667285.56,125152.5,10644454.37,193363402.2,66954265.42,82773.93,141037039.4,334400441.5,180000000,166538950.1,72467717.29,560026598.7,979033266.1,24324477.46,1003357744,1337758185,5354093.452,300000,33337306.51,119861086,118777637.5,138492329.4,61000000,123463170.1,464140865.9,38852890.65,61000000,672840455.9,729529344.6,2284666.75,108245098.3,-2866.96,30132325.55,40566978.77,610751707.1,44943291,90125863.57,3000000,170,-43866978.77,543479838,651724936.2,28699124.6,185347057.4,77625624.97,43866978.77,70329141.88,1967209.98,759166918.5,759166918.5,138781637.6,113564026.8,6763128.56,141197186.3,6099993.05,137837400.7,141197186.3,4251876.73,-1981219.36,20895312.09,549752953.3,137837400.7,4095451.94,265644.8,-3359785.55,944236.85,25483255.62,-3359785.55,649854768.4,0
3604147,3,3,2,2,3587482625,1009015015,5100219552,1834863276,2031577683,6310844119,244309451.1,19874002271,228367945.9,174311431.9,1459703.68,2412853625,563383655,739429941,32357041.32,24524261.58,4251032839,24125035110,3839344071,4625986283,226259015,21492735.73,112535221.6,24840499.55,347541046.5,14365474319,53431091.37,23323479.07,1672381929,16037856247,1643074834,3883503433,191050122.1,2026304064,7800546662,286632201,8087178863,24125035110,56614208.62,545767784.2,-1025095617,6140889308,-171679532.7,2414284303,154163300,148766446.6,44377175329,1650439663,134065759.1,46631577533,47542141137,3809037,-119406711.5,1307406.698,662135835.6,531362204.7,47713820670,907269852.4,1173862063,7500675185,3607294.77,1077368438,2417692291,2298285580,945562507.5,9655173612,1024069842,8577805174,771442424.7,216407.1,41068404478,41068404478,753380410,641543710.5,29283915.17,521136168.5,-39570591.38,528699089,560706759.9,41275863.26,393731039.8,1062305408,38152977752,568269680.4,58708709.04,14242830.35,7562920.46,185110729.6,126079529.8,7562920.46,40468449249,0
3617040,3,3,2,2,2186649203,741070599,1307710502,1653589919,73733176.76,2268108419,167030287.5,8405372248,361692897.1,77000000,33139354.99,38615311.05,4150031.396,37717519.4,30615986.55,142954662.4,520848508.2,8926220756,2237188000,971792186.8,392378175.9,66049625.46,26114288.73,3093894.45,35778117.61,4597083063,69283248.55,45043.75,3817800.75,4600900864,994766266,1498595447,221607097.4,1583472545,4298371777,26948115.3,4325319892,8926220756,-69577.58,1238510648,-229399254.5,8019742699,9096769.34,16611907,4857900000,4871149357,54071661320,1430055930,4867400000,55806427046,56530549043,3608736.15,-1403679695,-273521.91,336270169.5,621131903.1,56521452274,724121996.9,5100548611,8335712199,140620.57,-1183103688,2651178250,1247498555,42913935.4,9012251062,683464854,10195354750,323192075.6,-3113352.176,48320567497,48320567497,31212208.64,-54356062.3,120988568.8,29074382.83,-69765.73,47132672.44,29143960.41,3608736.15,329466904,916581781.4,46654661280,47202438.17,36517821.6,5291147.66,18058289.61,-15990229.53,90859418.6,18058477.76,48381408431,0
3627250,5,5,4,2,3072373327,11151112.67,380687630.5,309981909.3,87110902.2,1629182575,107235215.9,5602134745,12474450.97,12878104.52,11493648.13,655391654.8,526500593.2,624118701.7,55737157.85,30455088.96,1944285533,7546420278,10500000,1352318989,379663463.3,156027242.6,99303868.46,83850,591106028.6,2659567526,655093045.6,15308282.32,1101704632,3761272158,1458000000,387085655.2,35128087.08,1281156495,3237040532,548107587.6,3785148120,7546420278,75670295.27,6500000,-7832133.72,13500000,947310512.6,505913802.8,7684818662,8285576230,2140893952,517432992.2,8198150000,4220127829,4647136019,39272349.44,1333827241,11283.08,303959039,89536223.52,3699825507,334064069.7,8293408364,42150000,691880.63,394337579.3,1712911617,3046738858,441556583,532523802.8,737539523.7,138186223.5,666522769.6,-1993883.196,3466158459,3466158459,517312531.5,305878825.5,101509556.6,475084459.9,-1638325.7,479211081.1,476722785.6,37615628.35,-14977069.07,304195533,2117181145,480849406.8,24956786.14,13908509.39,4126621.25,36463124.69,225342215.3,4126621.25,3199388721,0
3630599,5,5,5,2,69653719.58,7341000,130152182.8,8959373.56,5630618.28,118860295,6099298.46,346696487.6,18553852.36,86623778.55,44034648.22,326991966.5,8504666.32,28616050.95,7905240.58,7436672.86,405715570.7,752412058.4,267651800,101775719.4,2073212.91,8485698.51,3327117.83,470169.44,1806810.04,385810358.7,5740000,562172.392,25740000,411550358.7,53770000,66888289.88,22765930.82,195682334.8,339106555.5,1755144.18,340861699.7,752412058.4,3716752.502,30000000,-31525976.35,363683455,37942966.7,53533177.51,300000,1318063.52,359360408.2,51776917.71,327183.9,536436451.6,592370108.2,615079.62,-17549176.22,-701917.57,49633590.34,15765085.46,554427141.5,18067109.63,32844039.87,341182618.5,375800,-23264249,55675895.8,38126719.58,32544039.87,363683455,93656225.2,386947704,44005620.01,7454143.348,544331598.5,544331598.5,66571582.64,64200519.28,511172.83,48608854.31,1244243.454,48874847.81,48608854.31,613051.07,14115778.53,17024587.04,401184952.9,48874847.81,3902019.05,3510079.11,265993.5,17696734.83,5881142.47,265993.5,480744130.3,0
3640639,3,3,2,2,578553941.2,20793852.14,749823060.9,147746009,3973953.72,408888378.9,357457495.8,2281294188,82720000,29768553.05,19507481.8,336992317.2,21177160.52,33496485.2,12107476.83,23331928.73,591681471,2872975659,247481257.2,725230725.7,89038864.95,61600438.67,25130686.05,28436.18,8651048.73,1187047493,30225267.28,639399,30864666.28,1217912160,360000000,24158807.24,165583486.1,978195823.6,1527886923,127176576.3,1655063499,2872975659,-3036938.94,6291982.348,-211447365.2,262563593.7,62837696.48,11180000,236863348.4,104324176.5,5522359610,288096963.3,80093075.62,5906265370,6319568803,4886800.67,15185847.94,3350842.14,122145889.6,68442022.39,6256731107,18256597.45,315771541.7,44856896.82,13487022.21,160444674.5,557273897.6,572459745.6,76368893.37,273743593.7,324128644.4,113298919.2,149384327.7,-508029,6061340486,6061340486,280116115.5,273554658.4,21403598.73,204631068.8,209023.9,219641172.6,204422044.9,5471069.12,19600060.87,347729146.5,5247086556,219432148.7,8053207.73,7590255.33,15010103.8,60683966.78,14151712.38,15010103.8,5793256897,0
3647025,6,6,5,2,347219371.3,201540862.1,257991157.1,397926601.7,226708779.3,7968338602,232058329.1,14121186159,604589418,1006842384,8351517.13,31669259.08,478823264.9,3895417.45,39164140.54,30075686.45,4483202074,26648148614,3755643675,1263031740,2202122181,3904648.62,78010592.1,95693510.83,822048625.6,13462012560,138408224.8,23942811.73,2390561215,22620464547,2346650268,1037923184,37123705.46,215820100.6,4027684066,722702013.2,4027684066,26648148614,22534365.04,258618383,-187515118.6,2474319247,-1392486364,440625730.8,111399281.1,50806918.51,5767476862,61407119.27,26528664.69,6625432843,15896358517,30540206.66,29683213.28,1583079.574,358852236,150000000,17288844881,64030969.23,187515118.6,2167391166,4494657.004,1609684696,314064082.8,343747296.1,187515118.6,1782184696,43662907.89,172500000,639223593.2,132177440.2,1055778800,1055778800,808156969.5,735362306.5,224448162.8,605996186.3,30924070.1,605996186.3,605996186.3,489277750.8,250861528.7,232420679.3,320416493,605996186.3,27879562.95,84505.63,99276742.79,202160783.3,72879168.65,99081278.04,320416493,0
3648322,3,3,2,2,255171309.4,19568500.26,7536278.89,25284220.84,4503550.71,22231629.18,1035692.6,316086316.3,20274416.48,2839050.84,10669434.22,105051505,60278276.62,19159430.7,61791523.21,1181541.35,477063076.1,793149392.3,109686159.4,42955441.75,9561516.49,16036832.84,21970270.34,228197.066,15450868.52,105974929.9,760000,2105661.706,760000,106734929.9,160320000,198299259.2,1845422.66,269138202.9,629602884.5,56811577.89,686414462.4,793149392.3,-0.23,8037864.374,-88826925.85,154256912.9,128783327.9,5700000,900000,14944649.55,163550244.7,137324912.2,495024,579761559.4,678431799.7,11447035.55,45688634.91,32232.86,40019151.03,12290575.11,549648471.8,98670240.29,103771575.4,130954726.1,2590,5700000,209482674.5,255171309.4,102283744.1,5700000,208754163.8,54263247.13,79427605.82,-7396859.59,583790311.1,583790311.1,147876896.1,145676583.5,376793.88,110122350,0.02,113833964.3,110122349.9,3320035.4,-2741264.5,8203022.24,354312120.9,113833964.3,1939907.6,958593.95,3711614.31,34042931.82,3158906.53,3711614.31,441518186,0
