TICKER_SYMBOL,ACT_PUBTIME,PUBLISH_DATE,END_DATE_REP,END_DATE,CASH_C_EQUIV,NOTES_RECEIV,AR,PREPAYMENT,OTH_RECEIV,INVENTORIES,OTH_CA,T_CA,AVAIL_FOR_SALE_FA,LT_EQUITY_INVEST,FIXED_ASSETS,CIP,INTAN_ASSETS,GOODWILL,LT_AMOR_EXP,DEFER_TAX_ASSETS,OTH_NCA,T_NCA,T_ASSETS,ST_BORR,AP,ADVANCE_RECEIPTS,PAYROLL_PAYABLE,TAXES_PAYABLE,OTH_PAYABLE,T_CL,DEFER_REVENUE,T_NCL,T_LIAB,PAID_IN_CAPITAL,CAPITAL_RESER,SURPLUS_RESER,RETAINED_EARNINGS,T_EQUITY_ATTR_P,MINORITY_INT,T_SH_EQUITY,T_LIAB_EQUITY,C_PAID_OTH_FINAN_A,N_CF_FR_INVEST_A,C_FR_BORR,N_CF_OPERATE_A,C_FR_CAP_CONTR,C_PAID_INVEST,C_INF_FR_INVEST_A,C_PAID_G_S,C_PAID_FOR_OTH_OP_A,PROC_SELL_INVEST,C_FR_SALE_G_S,REFUND_OF_TAX,C_INF_FR_OPERATE_A,GAIN_INVEST,N_CHANGE_IN_CASH,FOREX_EFFECTS,C_PAID_FOR_TAXES,C_PAID_DIV_PROF_INT,C_OUTF_OPERATE_A,C_FR_OTH_OPERATE_A,C_OUTF_FR_INVEST_A,C_PAID_FOR_DEBTS,DISP_FIX_ASSETS_OTH,N_CF_FR_FINAN_A,N_CE_BEG_BAL,N_CE_END_BAL,PUR_FIX_ASSETS_OTH,C_INF_FR_FINAN_A,C_PAID_TO_FOR_EMPL,C_OUTF_FR_FINAN_A,ADMIN_EXP,A_J_INVEST_INCOME,REVENUE,T_REVENUE,T_PROFIT,OPERATE_PROFIT,ASSETS_IMPAIR_LOSS,COMPR_INC_ATTR_P,T_COMPR_INCOME,N_INCOME_ATTR_P,INVEST_INCOME,FINAN_EXP,SELL_EXP,COGS,N_INCOME,BIZ_TAX_SURCHG,NOPERATE_EXP,COMPR_INC_ATTR_M_S,INCOME_TAX,NOPERATE_INCOME,MINORITY_GAIN,T_COGS,FLAG
3390937,3,3,2,1,565410042.2,37449358.16,201836892.4,18419319.26,9563267.28,38549392.96,229103659.5,1082746519,19798760,118401897.8,246865778.3,13627744.35,41726633,261158.13,1836933.21,7044308.48,50102421.61,308601692.8,1391348212,8157660,110730135.3,54994981.38,38790600.69,17481924.25,7413279.4,229410921,23704000,23704000,253114921,156758866,555307056.5,50696936.02,376065542.9,1138233291,21920166.9,1138233291,1391348212,17905602.67,-338186575,13004909.48,275576104.8,44521532.5,1826500000,1634143283,618286226.2,54199699.77,1630500000,1113335929,3583637,1163610134,3547176.2,-46390415.47,-1077698.93,67432698.83,30842855.82,888034028.7,46690568.01,1972329858,13559641.66,96107,17297753.59,611800457.6,565410042.2,145829858.2,66046212.08,148115403.9,48748458.49,116500775.5,4093125.516,1204990980,1204990980,266345878.8,254897576,4360629.67,236790174.3,236790174.3,237111969.7,3579240.71,-18447929.99,117540764.5,694811027,237111969.7,38907378.26,9092949.03,1481772.956,29233909.08,20541251.78,1274854.848,953672644.8,0
3400005,3,3,2,1,268036947.3,21229317.67,42088880.11,12507854.05,19777401.71,75296660.58,5003775.45,422711519.2,250000,44640863.52,550729914.6,123076487.7,125972859.7,51630993.86,66085957.17,13547838.3,5296479.66,980929298.2,1403640817,57200000,100439839.3,44486982.55,44195427.38,24325561.64,131006136.8,367868765.7,8169330.06,27286032.42,395154798.1,283120000,233619043.7,85981362.66,309891985.7,912612392,95873627.26,1008486019,1403640817,3315332.31,-92602539.22,126800000,205720788.1,3470000,150000,92973519.14,786229639.8,285964317,83329662.5,1965390518,37541917.13,1978010821,14843511.07,20298978.09,-2616141.64,174298342.8,86569270.74,1772290033,12620303.1,185576058.4,11000000,79474.59,-92819270.74,247737969.2,268036947.3,148226058.4,4750000,525797733.6,97569270.74,257523395,15650471.01,1902362622,1902362622,155608629.2,173395805.2,186723.76,110063761.5,121889942.5,110063761.5,18192023.38,10135160.59,568952632.1,829298028,121889942.5,81062901.15,22545090.49,11826180.93,33718686.74,4757914.45,11826180.93,1747158841,0
3410938,3,3,2,1,390544835.4,50000,125143124.9,10766227.05,28482252.71,118570260.1,389745.23,675238963,7880000,4624940.96,231628903.7,5911159.78,29788688.43,43856030.99,1545504.31,4624252.87,47552042.82,370193948.7,1045432912,6289162.914,39361222.22,67935758.25,39091267.21,14070168.56,17267273.81,177725690.1,16542594.91,16792594.91,194518285,221813200,381666980.7,24996888.89,199392324.7,827869394.2,23045232.45,850914626.7,1045432912,4524126.82,-15648517.16,27588569.44,48992020.21,2972000,298016800,329683789,209397082.6,87059199.29,317770800,484942307.5,13933963.63,513258195.2,3510865.57,16804789.05,97276,43251090.73,16635990,464266175,14381924.01,345332306.1,5664846.856,375470.096,-16635990,196011196.4,212815985.4,22058367.45,6961071.758,124558802.3,16635990,117448882.9,1224019.042,390413350.4,390413350.4,72114222.14,47014341.88,8895347.62,56286872.37,62880127.56,56286872.37,4687590.54,-5752334.76,73017128.91,150548711.1,62880127.56,3928863.26,332031.29,6593255.19,9234094.58,25431911.55,6593255.19,348086599,0
3421842,4,4,4,1,45004030.42,887825.402,207766432.7,753405.36,3902274.43,40500522.9,1771805.842,257426142.9,3859320,12147347.94,22633387.76,4718444.936,1706.48,855128.084,643765.97,3912200.47,2794693.182,27191060.68,284617203.5,25677802.94,38702885.81,701690.6,6497143.52,11327518.75,1217333.71,87154219.57,4907923.022,6204959.566,87154219.57,52590000,52180699.09,9223524.44,83703377.93,197449136.8,13847.21,197462984,284617203.5,9102445.136,-7558091.13,26677802.94,11321916.93,29214504,30149440,45520,94463234.24,16301612.46,5496150.38,188814910.7,3269177.844,189462651,965111.56,5893666.36,-252254.61,10878055.39,1495707.77,178140734.1,647740.33,7603611.13,22800000,45520,2382095.17,39110364.06,45004030.42,7603611.13,26677802.94,56497832,24295707.77,21048513.39,696867.294,244740821.2,244740821.2,42051978.75,41901912.38,8640723.76,35242398.74,35243519.66,35482511.27,497662.136,1422669.62,12338896.49,154238393.5,35483632.19,5149712.11,900,1120.92,6568346.56,150966.37,1120.92,202838908.8,0
3429869,3,3,2,1,221226449.7,11674166.57,270905365.8,15053696.71,42089366.69,17973552.57,5212465.75,584202104.1,2958000,25722070.3,73744053.46,34541127.73,15991116.83,1049779.52,1109408.41,4294711.08,213445.49,99360514.79,683562618.9,134865716.4,13930289.27,5765597.97,3106738.14,30244333.72,19927720.82,263840396.3,2013350.82,2013350.82,265853747.1,86670000,201029093.4,12314666.61,104576474.3,404590234.3,13118637.43,417708871.7,683562618.9,1100000,-23551178.91,184865716.4,-60602034.76,7500000,2958000,136700,333215842.1,19737643.43,21710517.84,321688019.8,6175576.122,353292475.1,163960,-3337943.24,5501.208,25777302.13,16400628.69,413894509.9,31604455.37,23687878.91,114000000,136700,80815270.43,224564392.9,221226449.7,19729878.91,212315899.1,35163722.29,131500628.7,28500294.44,-682271.45,405034933.5,405034933.5,37494772.49,24158477.5,11481563.01,30596114.06,31222556.29,30596114.06,-148459.03,8364355.03,19030597.52,309712530.2,31222556.29,3638656.77,67982.73,626442.23,6272216.2,13404277.72,626442.23,380727997,0
3441285,3,3,2,1,1301601382,23450531,1817558355,220184232.5,205314688.5,1260627761,64332898.76,4893069848,38941539.78,74632471.28,501663159.5,21575893.87,68453586.11,474828463,2423257.97,8667971.42,20048325.09,1116553872,6009623720,209800000,296874951.5,494903234.5,2406721.83,100840230.2,67874314.59,1461855629,67569629.63,833323427.8,2295179057,694303610,934721149.9,211226935.7,1874213462,3714425921,18742.17,3714444663,6009623720,23600000,-383121066.5,676600000,301336413.1,70466662.5,18949120,1725695.53,3097787187,389471293,287797396.1,4173703667,45236532.78,4387631063,14822255.18,813637901.5,-59104.07,149785056.9,124897401.7,4086294650,168690862.7,384846762.1,703087601.8,1725695.53,895481659,475622002.9,1289259904,384846762.1,1747066663,449251112.8,851585003.5,443369995.2,-3701341.432,4422914442,4422914442,853740869.6,799038440,39036337.11,770860416.6,770826984.1,770870495,15597108.84,37735740.53,170424839.4,2920373312,770837062.4,12935777.97,193240.42,-33432.58,82903807.21,54895669.98,-33432.58,3623876002,0
3461548,3,3,2,1,112173450.1,33497701.16,10974169.35,27710743.13,7374930.77,43981596.85,200000000,402214890.2,15415747.04,41583948.58,231460920.2,46674031.67,27473707.23,65695293.12,83706687.4,7814780.39,312463.44,617548020.7,1019762911,100000000,82794071.99,22218797.79,16558873.87,4441491.83,60883989.97,287063892.1,2256497.1,14983224.82,302047116.9,249527960,219984565.8,44257550.57,188730699,702500775.4,15215018.54,717715793.9,1019762911,4689471.57,-314036212.5,130000000,31002273.83,255475000,400000000,286115928.3,223752909.7,106337724.5,200000000,594624761.5,10638679.78,601551197.9,2169863.01,-578995.13,833554.688,54653737.27,8430584.9,570548924,6926436.38,600152140.8,89900000,67572,282454943.5,112752445.2,112173450.1,107189340.8,385475000,185804552.5,103020056.5,31456641.21,-1166225.218,586167482,586167482,28454938.18,22793943.91,211109.42,14794520.98,16193991.02,14794520.98,21373620.75,4454602.84,161992962.1,356148750.4,16193991.02,30483092.94,104179.15,1399470.04,12260947.16,5765173.42,1399470.04,584747158.9,0
3479135,3,3,2,1,57840021.59,73758498.02,13794138.8,6969699.65,9459430.18,83328195.37,11870547.52,257020531.1,5361346.292,8947001.368,207215232.3,14248679.4,29207509.55,37007938,1459487.536,1362258.24,10319521.69,221463911.7,478484442.9,15579365.83,116972076.8,4291867.35,21648379.1,26348.6,1159241.74,147854798.6,12334974.21,12334974.21,160189772.8,533780000,643064397.6,21784079.56,-880333807.1,318294670.1,16553411.42,318294670.1,478484442.9,9074248.65,71177045.14,108000000,-221909139.4,1456727.42,54000000,200076923.1,258723149.4,32567636.48,78855246.44,123427196.5,7291446.636,138770981.9,865857.89,-159903923.7,-97580.71,7773239.71,5798975.914,360680121.4,15343785.39,128899877.9,77260000,200076923.1,-9074248.65,213743945.3,53840021.59,74899877.94,55027728.06,61616095.77,9074248.65,48856399.98,-54000000,300880459.8,300880459.8,7197021.71,-154693447.4,5944231.25,7197021.71,7197021.71,7197021.71,-54000000,-3140263.67,17350453.33,332563086.3,7197021.71,1011877.606,938807.6,-242918.678,1569563.296,162829276.7,-242918.678,401573907.2,0
3485131,4,4,3,1,22279334.27,200000,124486758.6,4743317.11,7941663.79,5871511.63,980879.292,166509927.3,2966000,10627103.6,39667587.62,197059.45,11472554.46,1249956.77,4212218.21,3572980.71,2972103.08,79294588.62,245804515.9,18360000,3361546.75,15990603.62,12695707.37,2346937.96,2681839.1,37079739.9,9808928.438,2031707.9,39111447.8,75000000,17151123.61,7281624.9,105507550.2,205436046.6,1257021.51,206693068.1,245804515.9,5286048.694,-15114381.02,26160000,16755049.93,2818639.6,147200,232295,44718829.84,31527568.56,16396150.38,192657513.7,1379940.158,220421919.7,669303.224,-5081435.86,-188486.122,30731790.64,4096104.99,203666869.7,27764405.98,15346676.02,2625999.78,232295,-6722104.77,23420755.83,18339319.97,15199476.02,30619215.11,96688680.7,6722104.77,26845216.16,756236.882,235518710.8,235518710.8,60276511.66,59472787.43,2755490.99,47275018.01,47629281.97,47275018.01,1540701.188,15101.76,4037123.05,131787674.3,47629281.97,10605317.1,95866.82,354263.96,12647229.69,899591.05,354263.96,176045923.4,0
3499832,3,3,3,1,143561811.5,47897951.41,145026052.4,460004.58,12747592.76,85259364.15,82498.61,436077989.6,10656250,15181376.16,2133719.77,3645895.652,2289027.75,32262052.01,466531.17,810966.32,18652746.92,5700245.01,441778234.6,60465250,113649437.4,6082315.83,4988332.24,6428175.25,5718783.36,201426034.1,2026752.17,1704065.84,203130099.9,90000000,72343770.92,6382266.46,72563221,236596496,2051638.68,238648134.7,441778234.6,3000000,-2066759.04,128764037.6,76980187.72,79476016,71053825.16,45121.89,882763075.5,29801411.96,25822969.02,1037362784,1126951.192,1045168228,412029.288,45704110.92,-111107.47,14548036.54,17593132.49,968188039.9,7805443.99,2111880.93,165546254.4,45121.89,-29098210.29,32357700.6,78061811.52,2111880.93,128764037.6,41075515.95,157862247.9,40714202.08,140134.276,996046586.4,996046586.4,46404900.72,41633988.79,4703075.5,38148793.95,38436496.93,39875669.83,437178.898,1405496.53,32584676.36,873727857.8,40197094.98,1277289.28,23248.8,287702.98,6207805.74,4794160.73,321425.15,954412597.6,0
3505305,4,4,4,1,87797003.27,600000,55199167.24,1959152,6751873.17,16617126.78,665024.222,168924322.5,3180000,10739283.76,15860142.1,12171477.15,15450758.96,605136.73,1699239.894,798802.88,4894767.856,32109703.94,201034026.4,8114382.518,8115608.78,5926220,10348318.78,1778218.99,6231,31174597.55,7384000,7384000,31174597.55,53800000,20810218.98,14663307.47,80063666.51,169859428.9,1236715.318,169859428.9,201034026.4,5531048.44,-16717932.84,13308910.48,50278339.37,4545340,29165440,200720.41,94579275.39,20116389.79,48908560.79,196694748.2,17188456.71,217891922.7,859001.324,17420406.53,419992.668,31875075.69,16140000,167613583.3,4008717.77,16717932.84,5474170.562,19163.544,-16140000,65376596.74,82797003.27,16717932.84,5398890.48,21042842.45,16140000,20900968.23,715327.152,208788264.8,208788264.8,90820773.99,72802108.75,2486104.23,80171253.62,80171253.62,80171253.62,1560409.096,-1004122.13,14138156.1,95989739.73,80171253.62,3475309.93,1290,-695899.47,10649520.37,18019955.24,-682901.306,135986156.1,0
3511485,3,3,2,1,6899649496,729313808.5,923548157.6,3228985458,544987043.9,37225183.51,25109597.33,12445895076,24498565.14,15030822.33,48653465.13,1112125.4,2267271.31,6491414.09,4119545.64,12526238.01,251094185.2,192358416.7,12638253493,4770502557,588389276.4,251098962.1,2487512.76,41508535.45,24977396.6,11933477532,52228305.71,2607736.9,11936085269,397800000,50691568.72,37525171.28,201823959.5,696696815.9,5471407.97,702168223.8,12638253493,5687955669,31883519.91,6959482917,197340569.9,620701452.6,15100000,100340993.6,28260660741,599371898.4,100000000,28777902862,147831727.3,29130643501,112461105.6,459746795.9,23519086.16,42693400.92,88548688.5,28933302931,352740639.1,68457473.66,4975282654,340993.57,207003620,754930701,1214677497,5918809.57,10958790632,30576891.17,10751787012,68408408.92,30822.33,29850483098,29850483098,135055353.5,130817475.5,-10646148.91,121349059.1,121486231.6,110726133.8,-47407841.76,-76928012.45,20014387.19,29653487472,110863306.3,4235772.77,574223.61,137172.52,24192047.16,4812101.58,137172.52,29658571879,0
3527209,3,3,2,1,305616976.2,75621549.4,331494247.5,78212445.03,115050706.9,803213064.9,65000,1634072440,2176800,111613454.5,23140198.9,63753114.43,29125120.69,54261120.77,3613194,5237439.41,34826285.76,231827256.9,1865899697,20100000,463196599.4,751791819.5,13440501.28,25706741.34,13984078.46,1288406073,17350300,17350300,1305756373,368447719,-207405611,14673559.27,324202972,499918639.3,60224684.84,560143324.1,1865899697,114254717,-10550908.43,70100000,178341039.8,27310000,24727137,32743631.69,764718361.7,69507788.18,23234000,1005514709,3396479.74,1149034911,3208731.21,52880375.8,184911.326,48916514.14,27565038.53,970693871.1,140123722.4,43294540.12,70500000,14008.83,-114909755.5,243033404,295913779.8,18567403.12,97410000,87551207.15,212319755.5,74506577.27,19798520.42,1124914323,1124914323,232322092.1,209805570.9,667380.85,198927859.4,215536594.3,198927859.4,24334371.49,174541.57,47213057.84,791753464.9,215536594.3,25128100.84,132851.03,16608734.88,16785497.78,22649372.24,16608734.88,939443123.3,0
3529691,3,3,2,1,300248044.8,218815099.3,462328577.7,122369956.4,78175032.79,493167805.1,50000000,1725826596,500000,61629750.38,936830954.3,475849774.6,379745749.2,39517.03,223464.24,23419680.44,11875011.07,1817720327,3543546922,764000000,758679020.6,115446340.1,30937777.58,26291248.25,82602336.51,2336490657,108723004.3,222362838.2,2558853496,344940390,552565718,14157992.67,-162591632.1,749072468.5,235620958.1,984693426.6,3543546922,131392100,79723139.19,1259900000,71214447.65,10535000,15889087.04,191854070,1279434036,200551949.1,10841209.23,1795074286,21520441.29,1883410062,7756957.512,-124647828.8,-2372576.778,101081556.5,69813315.62,1812195615,88335776.63,112130930.8,1431500000,191854070,-275585415.6,280531905.4,155884076.6,62130930.81,1357120000,231128073.4,1632705416,148776833.7,-5152324.2,3187270102,3187270102,54925852.11,-156692988.7,27463005.85,17680857.19,41905342.22,17680857.19,5828757.068,61781052.98,125036046.1,2971620746,41905342.22,9285406.69,2448757.28,24224485.03,13020509.89,214067598.1,24224485.03,3343963091,0
3536156,3,3,3,1,228784799.2,1211408.46,56229026.97,7979507.78,20690336.86,188219183.8,75345.95,503189609.1,5272384,6697846.78,38827255.8,23116892.44,34483638.27,1753995.446,672847.67,1651860.64,7720637.82,107247180.4,610436789.4,15000000,30802861.03,246964840.2,22383532.03,6569580.61,5506278.95,327227092.8,19240000,19240000,346467092.8,60000000,33002444.87,19892693.39,105022688,217917826.3,46051870.38,263969696.7,610436789.4,4395868.552,-6635643.5,15000000,72540057.89,6300000,19960000,6166173.19,165673342.5,56913768.26,24522251.98,404990843.1,8287058.21,415872484.3,196960,51587544.96,342352.894,23501081.93,20616869.43,343332426.4,10881641.15,12801816.69,15000000,256991.19,-14316869.43,173595446.8,225182991.8,12801816.69,21300000,97244233.7,35616869.43,56449480.87,-885108.03,296835262.2,296835262.2,57271054.63,52261133.08,4527396.65,54095834.53,53532089.57,54095834.53,6109570.16,568626.03,33690014.21,150244393.9,53532089.57,5203787.58,102428.45,-563744.96,3738965.06,5112350,-563744.96,250683699.3,0
3640933,3,3,2,1,244182739.4,20828822.98,34373039.02,7538937.51,13388540.14,33786221.64,17321349.12,350590826.8,64471882.82,1044335.14,239356683.7,1292572393,156770549.6,598075061.1,302709914.1,4022734.26,11702311.85,2011991038,2362581865,75000000,69844854.12,39044854.72,1171085.62,24099517.23,580225189.2,940145834.1,29395838.8,498090000,1438235834,498781936,99027650.64,87814554.32,230610117.5,916234258.4,8111772.24,924346030.7,2362581865,18000000,-316346077.3,535000000,42651757.49,45132730,307675473.2,679550548.4,483156876.5,346176114,236785240,771338385.3,8272129.964,972581840.1,10143229.24,174812557.9,233225.738,42343308.09,39992360.79,929930082.6,201243454.7,995896625.7,78400000,4000,448506877.7,69370181.47,244182739.4,245896625.7,584899238.5,58253783.9,136392360.8,86190213.4,-72976.73,835795431.9,835795431.9,22527305.4,21158652.03,4953564.23,12419825.67,12434203.25,12419825.67,-72976.73,19192485.04,114540054.2,570871337.6,12434203.25,18816148.66,1695948.48,14377.58,10093102.15,3064601.85,14377.58,814563803.1,0
3653489,3,3,2,1,215800857.7,20000,178926711.9,12246913.31,2821810.07,59044864.41,64227102,533088259.3,1952440.776,22251931.57,1763562.05,100011060,2738310.56,35376729.32,2667120.44,2660013.26,8106463.09,107172945.9,640261205.2,30943629.67,186906342.6,3703734.56,1005496.95,-1845644.38,870900,190640829.7,8057000,8057000,198697829.7,121480500,245723303.5,11035957.19,63323614.75,441563375.4,2817788.706,441563375.4,640261205.2,1594010.678,-52394754.37,51500000,-46067887.59,7224840,22302600,2410,250931618.9,22039297.18,18826747.98,254277206.6,9707274.81,271979086.4,1245861.802,-103237802,-67893.666,8794110.61,12000000,318046974,17701879.79,52397164.37,17174275.82,2410,-4775160,316038528.1,212800726.2,52397164.37,7224840,36281947.34,12000000,37093913.47,-230903.24,228220129.3,228220129.3,28418666.7,15762021.19,5580398.94,24161056.03,24161056.03,24161056.03,-127767,-5882134.06,2167456.05,173143816.8,24161056.03,354656.93,66049.49,-1280974.874,4257610.67,12722695,-1280974.874,212458108.1,0
3719234,2,2,2,1,184778725.3,6002180.5,168650435.2,1200298.86,5572433.24,65416957.09,4414436.036,366204073.1,20000000,1014265.2,30757996.32,99162912.87,74900323.74,13639162.08,323986.35,2264226.08,21403838.64,228969771.9,595173845,54030897.26,119995921.5,41272581,62362892.8,9628598.45,1350714.61,234610708.4,18899567.94,9104481.96,234610708.4,45000000,152837199.6,22500000,132578076.4,352915276,7647860.67,360563136.7,595173845,4541682.578,-52836962.79,48684238.02,96453084.72,2290000,54418800,46641269.8,132334817.3,21362643.41,103275504,405349448.1,12877727.53,416053843.8,536515.616,14231301.4,179.47,37648277.1,31675000,319600759.1,10704395.74,52836962.79,44390357.95,2504136.134,-29385000,167564234.7,181795536.1,52836962.79,2290000,128255021.3,31675000,62346648.18,75780.16,473738063.2,473738063.2,104082875.8,96233111.08,9382276.25,85069440.33,87258962.89,85069440.33,75780.16,-1081197.2,35699164.36,299194288.6,87258962.89,7738716.43,154327.3,2189522.56,16823912.86,8004091.97,2189522.56,377580732.3,0
3721976,3,3,2,1,1205377005,3882800,1362222685,180477030.4,147548701.1,249837761.9,106850419.4,2906538455,59004056.13,987106600.6,56094524.2,247157.32,1261661644,1477855613,158682814.8,7684084.97,34790736.45,4008336495,6914874949,100000000,846781091.7,162245838.4,58379439.68,135374202.3,232004491.2,1540026895,26714653.91,1512947822,3052974717,464311125,2506029948,43332201.64,756630748.6,3766158411,95741820.74,3861900232,6914874949,98150880.29,-481818551.2,768251522.2,149754956.9,602590209,401333230.1,166905052.1,2221291772,413791935.7,9806000,3373721146,23222953.11,3416559898,346833.24,321723743.1,-523424.74,244051603.3,116007099.2,3266804941,42838752.6,648723603.3,502372989.6,152159103.8,654310762.2,687653262.3,1009377005,79767613.8,1370841731,387669630.1,716530969,230176501.3,26098456.82,3583998130,3583998130,632969848.1,549467094.8,11281440.07,434987779.1,479910249.2,437298545.3,27203577.68,26103982.03,427718508.8,2346932279,482221015.4,19521902.47,4491006.65,44922470.1,150748832.7,87993759.91,44922470.1,3061734613,0
3746461,4,4,4,1,919213100,3100000,129450700,6753300,3948100,156700,1022800,1068386800,43073320,19677812.19,18778000,63064000,2294200,90469580.73,9363400,5988370.596,1144700,94644300,1163031200,10554732.18,26467200,42356600,35092700,7408200,4760400,116085100,28054200,349730100,465815200,155708800,238662600,43415500,247760300,685547300,11668700,697215900,1163031200,83090500,-49294700,70901647.23,128283700,20188400,544494973.3,717496200,52143400,49361900,500842065.9,382308000,12258258.43,406526700,20766900,8545900,-773025.39,22250000,43598500,278242900,24218600,766791000,11146915.05,44800,-70443100,191667200,200213100,47791000,56245900,154487700,126689000,46749900,999713.46,455683700,455683700,168406500,158369400,2328700,167358400,167985900,167358400,8432540.568,-21825300,87155100,167372000,167985900,15534000,197000,627500,420600,10234100,627500,297314300,0
3797399,2,2,2,1,176877979.8,3039852.43,114036523.3,5003148.74,23661425.17,109736285.8,25499577.57,455272051.1,6021704,199055.6,8529803.56,67474239.83,40195720.35,2810260.684,1465522.5,8267604.86,7848400.45,134634634.8,589906685.9,46816000,37761145.88,103155944.7,7261534.41,19368657.71,995611.3,215855880.8,10742368.84,1937500,217793380.8,75000000,82743402.4,22090954.92,188173719,368008076.3,4105228.84,372113305.1,589906685.9,3552046.684,-70017275.04,59422500,100561099.7,36248543,25200000,19870736.92,185341077,57205975.66,25402251.98,352754312.4,6167448.67,419845021.2,196960,38152919.07,-44934.01,32452869.74,8438745.94,319283921.5,60923260.15,70017275.04,50476220.8,275358.394,7654028.44,121026603.5,159179522.5,44817275.04,7654028.44,44283999.08,59435603.44,40216743.14,-944.4,280587600.8,280587600.8,91318566.07,68531896.67,3197594.56,79494630.51,78958436.9,79494630.51,-944.4,-3345020.5,15483716.72,154152548,78958436.9,2349177.82,103362.11,-536193.61,12360129.17,22890031.51,-536193.61,212054759.8,0
3798754,3,3,2,1,9357753.34,15744285.02,2291658.84,714670.23,12022195.79,43338585.36,312039952.8,67724863.56,925969475.4,1362298530,61787209.01,1742560,608765.01,929653627,8224765.42,12748437.78,10571233,7735558832,7803283696,1225000000,350937897.9,5828277.16,11129805.44,14436756.94,571826282.6,2282929855,54792966.33,2052043983,4334973838,220901184,68488133,125929834.5,1821489703,2236808854,1231501004,3468309858,7803283696,37952078.02,-519062,2473520000,-403263195.1,845588629.4,166339728.6,175,337513755.8,63573287.03,108539022.8,32229454.68,29779359.16,51451552.73,42180963.08,320516.69,-3591.13,3559005.04,157701557.1,454714747.8,19222098.05,519237,1873760000,175,404106364.9,4644946.98,4965463.67,519237,2473520000,50068699.94,2069413635,70127543.06,294989031.3,35292846.29,35292846.29,5236850343,5262816261,10427378.65,2320696950,3873341158,2320696950,900000,107366022.3,17244229.73,24409091.23,3873341158,2212659.94,29992115.15,1552644208,1363509184,4026196.65,1552644208,231786924.9,0
3799423,3,3,2,1,659662605.6,23465809.49,230441743.6,148497251,37497867.35,47509770.17,52681027.66,1076099467,90828645.11,11954633.37,26361792.05,29130560.49,10449662.08,116936390,106024434,1640121.88,16086788.61,173573190.6,1249672658,50700000,144053098.2,210444909.2,21205836.82,15986403.93,4549624.96,396239873.1,8044649.992,8140702.328,396239873.1,210000000,163376650.2,51346339.4,433385021.1,853432785,21023896.94,853432785,1249672658,1831200,148522963.3,246973781.8,370420022,97295120.48,5883444,177156193.8,514385877.6,322015478.4,144795957.2,1333924806,44759.74,1379707209,6847211.474,226926730.1,-10185055.21,26588709.35,280000000,1009287187,45737643.6,28633230.58,218223181.7,6719445.94,-281831200,432735875.5,659662605.6,22749786.58,344812506.3,146297121.7,281831200,187940015.4,181289.93,1509992796,1509992796,442011453.7,419688871.9,18950974.06,434293139.5,434293139.5,435906412.7,170404409.6,13070521,601371621.9,430476341.8,435906412.7,8898859.18,323845.74,5832392.974,6105040.94,22646427.53,5835327.29,1260708333,0
3827071,3,3,2,1,718754506.4,48716945.77,668784267.5,39408737.83,90999439.46,490189389.8,14838187.82,2072100002,165731739,64645426.11,1442639369,518867928.6,153424991,207500402.4,1061308.3,7604419.8,23516629.25,2156957582,4229057583,887498664.3,542642748.8,13436062.34,24732202.68,20041638.04,441803686.4,2388364083,100879396.4,662864394.5,3051228477,595987425,199172934.9,42539338.43,306238517.4,1143781892,34047214.48,1177829106,4229057583,24365449.09,-175067450.8,1161565481,89074893.09,44491862.63,16888298.98,103845157.1,1529494941,1422603991,1919133.49,1892882027,50852150.26,3346610594,242339.52,108702458.8,-701141.39,57300379.23,91645648.37,3257535701,1402876417,278912607.9,862819642.1,83684.09,195396157.8,474325017.5,583027476.3,278912607.9,1174226897,248136389.9,978830739.5,169863884.8,-5767726.782,2316469270,2316469270,97622449.96,88616746.01,9098648.05,76399875.29,73297685.53,78020484.94,1458200.11,28510208.25,119892793.9,1898363664,74918295.18,3990052.33,587226.99,-3102189.76,22704154.78,9592930.94,-3102189.76,2229719251,0
3838975,3,3,2,1,3054251.75,12341085.11,26589193.64,2319602.99,13126089.42,14259569.37,67200,93915907.17,2150000,28216714.21,174373693.6,25419479.36,55251499.88,3893781.78,13134984.22,703176.38,15717834,277509465,371425372.2,747060.59,2270155.65,3943778.36,158851.35,45004916.65,178948089.7,245822834.6,800000,68072212.48,313895047.1,194641920,489083820,66533740.01,-745392322.9,8597175.87,48933149.22,57530325.09,371425372.2,82190827.26,-38914671,62700000,-5881344.13,14429000,4900000,235002.69,38211261.52,8186519.74,27908070.93,59116543.67,1050867.83,62988017.39,1638666.93,-8247907.15,272677.854,16718833.12,7871515.34,68869361.52,3871473.72,39149673.69,40000000,235002.69,36548107.98,9374921.7,1127014.55,34249673.69,166610450.6,5752747.14,130062342.6,19470916.77,5387192.114,46558889.62,46558889.62,126515450.3,11524465.46,-18137551.71,123111178.4,124001353.2,123111178.4,8116812.466,4840264.47,1411842.292,27466683.27,124001353.2,1394111.36,-108756935.1,890174.79,2514097.09,6234049.73,890174.79,35034424.16,0
